content,Classification,prediction
Eleven viewers are on this page,0,1
Item is selling fast this month,0,1
This item is selling fast this month,0,1
The product is selling fast this month,0,1
Item is in high demand this month,0,1
This item is in high demand this month,0,1
The product is in high demand this month,0,1
Item is selling fast in the last two weeks ,0,1
This item is selling fast in the last two weeks ,0,1
The product is selling fast in the last two weeks ,0,1
Item is in high demand in the last two weeks ,0,1
This item is in high demand in the last two weeks ,0,1
The product is in high demand in the last two weeks ,0,1
Selling Fast,0,1
Your price for this item is $,1,0
your logo at checkout,1,0
your entire order!,1,0
Your Coupon Is FREELOGOSHIP,1,0
with voucher,1,0
What are you looking for?,1,0
we have afterpay,1,0
We Believe in,1,0
Was: $52.89,1,0
Was $129.99,1,0
Valerie from California,1,0
UP TO 70% OFF SALE!,1,0
United States,1,0
United Kingdom,1,0
to get 5% off your order!,1,0
Thomas from California,1,0
Texas A&M Aggies,1,0
Texas A&M,1,0
Tarik from Illinois,1,0
St. Jude,1,0
SPEND JUST $99,1,0
sold out,1,0
Shopper Toolkit,1,0
Sergio from California,1,0
sean from Illinois,1,0
Save $250,1,0
SALE UP TO 70% OFF!,1,0
Sale Up To 70% Off,1,0
Richmond Spiders,1,0
Recently Viewed,1,0
Popup content ends,1,0
popular times,1,0
Pay Your Bill at Citibank,1,0
Out of Stock,1,0
Our favourites,1,0
Order Now,1,0
On your first order of 6+ items,1,0
"on orders over 29,00€",1,0
ON ALL ORDERS OVER £35,1,0
Oklahoma Sooners,1,0
NOW TRENDING,1,0
No Minimum Order,1,0
New Users Only,1,0
Mya from California,1,0
Michele from California,1,0
Mark from California,1,0
Limited quantities. See product detail pages for availability.,0,1
Lawrence from California,1,0
Ken from Missouri,1,0
Keith from California,1,0
Josh from Missouri,1,0
joey from Texas,1,0
Joel from California,1,0
Jillian from Maryland,1,0
JESSICA from Ohio,1,0
Jennifer L.,1,0
items in row,1,0
item in row,1,0
Include Out of Stock,1,0
Images only,1,0
Illinois Fighting Illini,1,0
HOT DEAL🔥,1,0
"Get your #hustlergangstyle tips! Hot deals, exclusive offers and fashion inspo are almost in your pocket 😉",1,0
Get This Deal!,1,0
geoffrey from Illinois,1,0
From $29.99 - $39.99,1,0
"For Order Over 75,00€",1,0
"For Order Over 45,00€",1,0
For an Exclusive 10% Off,1,0
Flash Sale,1,0
First timer:raised_hand:,1,0
First Test Run,1,0
First test excellent. Will no doubt be running more tests in the not too distant future.,1,0
Final Clearance Sale!,1,0
EXTRA 15% OFF EVERYTHING!*,1,0
Extra 10% off,1,0
Exclusive product savings for members.,1,0
Event Coolers,1,0
Doug from Illinois,1,0
Don’t wait until,1,0
Deal of the Day.,1,0
Deal of the Day,1,0
Collin  from Pennsylvania,1,0
Canada (Français),1,0
Canada (English),1,0
Buy Now for $99.95,1,0
Buy Now for $70.00,1,0
Buy Now for $149.00,1,0
Buy 2 Get 50% Off,1,0
Blush Babe,1,0
Best Buy Canada,1,0
Added to Likes!,1,0
7% voucher applied at checkout,1,0
"7 Hours,",1,0
57 items,1,0
53 Items,1,0
50% OFF Everything*,1,0
50% OFF EVERYTHING*,1,0
50% OFF EVERYTHING!*,1,0
50% OFF EVERYTHING!,1,0
"30 Minutes,",1,0
15% off your purchase.,1,0
15 Seconds,1,0
10% voucher applied at checkout,1,0
$250.00,1,0
$129.00,1,0
(62% OFF),1,0
(57% OFF),1,0
(56% OFF),1,0
