content,Classification,prediction
Shop great prices with 100s of early deals.,1,0
"Shipping, taxes, and discount codes calculated at checkout.",1,0
SEMI ANNUAL SALE,1,0
Select the department you want to search in,1,0
See why this is America’s favorite hat,1,0
See Deal of the Day FAQs.,1,0
Say goodbye to multiple devices with this three-in-one vaporizer.,1,0
Save Items from the Web,1,0
Save 50% on select MEE Audio webcams.,1,0
Save $44.99,1,0
Save $40,1,0
Save $35,1,0
Save $250,1,0
Save $20,1,0
Save $130,1,0
Save $10,1,0
SALE UP TO 70% OFF!,1,0
Sale Up To 70% Off,1,0
Sale Tops,1,0
Sale Swimwear,1,0
Sale Shoes,1,0
Sale price,1,0
Sale Plus Size,1,0
Sale Playsuits & Jumpsuits,1,0
Sale Petite,1,0
Sale Loungewear,1,0
Sale Knitwear,1,0
Sale Dresses,1,0
Sale Denim,1,0
Sale Coats & Jackets,1,0
Sale Clothes,1,0
Sale Bottoms,1,0
SALE & OFFERS,1,0
Rewards & Membership,1,0
Review Your Cart,1,0
review stating They really work!,1,0
Review by Michaela R. on 28 Feb 2020,1,0
Regular price,1,0
Register and enjoy,1,0
Reduced Price (,1,0
Recently Viewed,1,0
Receive and approve logo proof via email within 2-3 business days.,1,0
real reviews from real customers like you!,1,0
Ready in one hour,1,0
Read less about review stating Amazing results!,1,0
Read less about review stating Amazing Results,1,0
Rated 4.5 out of 5 stars with 85 Reviews,1,0
Rated 4.5 out of 5 stars with 752 Reviews,1,0
Rated 4.5 out of 5 stars with 292 Reviews,1,0
Rated 4.4 out of 5 stars with 127 Reviews,1,0
Rated 4.3 out of 5 stars with 666 Reviews,1,0
Rated 4.1 out of 5 stars with 25 Reviews,1,0
Questions about this item? Ask here.,1,0
Quantity must be 1 or more,1,0
Price: Low to High,1,0
price: low to high,1,0
Price: High to Low,1,0
price: high to low,1,0
"Price, low to high",1,0
"Price, high to low",1,0
Price Low to High,1,0
Price High to Low,1,0
Price (Low to High),1,0
Price (High to Low),1,0
popular times,1,0
Plus Limited Edition Heart Back Print Sweat,1,0
Please enter a valid email,1,0
Please enter a star rating for this review,1,0
petites sale,1,0
Pay Your Bill at Citibank,1,0
"Pass it on, trade it in,",1,0
Oversized Limited Graphic Overdyed T-shirt,1,0
Oversized Extended Neck Worldwide T-shirt,1,0
Out of Stock,1,0
Our customer service team is happy to help! Get in touch via:,1,0
Order Now,1,0
on your first order.,1,0
on your first order!,1,0
On your first order of 6+ items,1,0
On Sale,1,0
Ok cool.  Close this.,1,0
OH HEY!  Get yourself 10% off the first order!,1,0
OFFER VALID FOR FIRST TIME SUBSCRIBERS ONLY,1,0
Offer applies to first-time registrants,1,0
Offer applies at,1,0
NOW TRENDING,1,0
"Not sure where to start? No worries, our staff picks have you covered. Carefully curated top picks from our staff await, backed by tons of verified user reviews. Your next favorite piece awaits!",1,0
No thanks. I'll shop without cookies.,1,0
"NO STRESS, WE'VE GOT YOU COVERED",1,0
NO SMALL ORDER/RUN FEES,1,0
No Minimum Order,1,0
New Users Only,1,0
New In Suits,1,0
New in Sale,1,0
New In Coats & Jackets,1,0
New Customers,1,0
New Customer Offer,1,0
"Never miss a deal, sign up now. 💌",1,0
My Best Buy® Credit Card,1,0
More                                exclusive offers Only in EUR,1,0
Monthly Box,1,0
Men's Suits Sale,1,0
Men's Shirts Sale,1,0
Men's jackets & coats sale,1,0
Member Offers,1,0
Manually enter in a birthdate instead,1,0
Lowest Price,1,0
linkedin  Share Review by Selena G. on  2 Nov 2017,1,0
linkedin  Share Review by Olivia J. on  2 Sep 2018,1,0
linkedin  Share Review by Michaela R. on 28 Feb 2020,1,0
linkedin  Share Review by Jennifer L. on 30 Jan 2019,1,0
linkedin  Share Review by Aprill G. on 25 Oct 2017,1,0
Limited Edition ($19.99):,1,0
Limited Edition,1,0
Let them decide!  Send a friend or loved one a digital gift card to use at Smoke Cartel.,1,0
Kids' Wish List,1,0
items in row,1,0
item in row,1,0
"It's free, easy, and you can unsubscribe at anytime.",1,0
It seems you already have an account created via another Social Network or directly with your email and password.,1,0
Include Out of Stock,1,0
"In stock on November 13, 2021.",1,0
"If you're looking for a discreet, reliable, and multi-purpose vaporizer at a great price, the?Pulsar Shift is the unit for you.",1,0
"If you disable all cookies, we will only use the strictly necessary cookies. Select “Cookie Settings” for more information and to manage your options. At any time, you can withdraw your consent to store cookie. For further information, please read our",1,0
"If you break this product, your next one is 50% off!",1,0
I've taken them for 6 months and love the results ❤️,1,0
I got this jacket on a really good sale a few months ago and i am ecstatic with this. Easy to wash and the embroidery doesn't get damaged like you might expect.,1,0
I got this as a gift for my hubby & we both love it. It hits smooth and the glass is nice and thick. Highly recommend it & thank you smoke cartel staff for getting it out quickly!,1,0
HOT DEAL🔥,1,0
Have a question?,1,0
"Hat Hair, Don't Care",1,0
"Great price, decent banger",1,0
Glasscity Limited Edition Cobalt Blue Beaker Ice Bong,1,0
"Get your #hustlergangstyle tips! Hot deals, exclusive offers and fashion inspo are almost in your pocket 😉",1,0
Get This Deal!,1,0
Get the Deal of the Day delivered to you.,1,0
"Get on the list to receive exclusive offers, fashion inspo and a 10% sign-up discount!",1,0
GET FREE CUSTOM LOGO SETUP,1,0
GET EXCLUSIVE OFFERS AND UPDATES,1,0
Get Exclusive Offers & Updates,1,0
Get 5% Off your order by joining our Mailing list,1,0
Get 5% Off Now by Subscribing,1,0
Get 10% Off All E-Rigs,1,0
"From celebrating a bride’s new last name to welcoming a little one into the family, customizable monogrammed gifts are the perfect way to show your loved ones how much you care!",1,0
Free UK Standard Delivery over £60,1,0
Free Standard Shipping,1,0
FREE on orders of £35 or more*,1,0
Free Gift with your next purchase!,1,0
FREE Delivery on your first order shipped by Amazon,1,0
FREE Delivery on orders over £10 for books or over £20 for other categories shipped by Amazon,1,0
Free Delivery on £35:,1,0
"FREE DELIVERY IN UK, EUROPE & N. AMERICA",1,0
"For Order Over 75,00€",1,0
"For Order Over 45,00€",1,0
For an Exclusive 10% Off,1,0
Flash Sale,1,0
Flash Deals,1,0
First test excellent. Will no doubt be running more tests in the not too distant future.,1,0
Final Clearance Sale!,1,0
facebook  Share Review by Selena G. on  2 Nov 2017,1,0
facebook  Share Review by Olivia J. on  2 Sep 2018,1,0
facebook  Share Review by Michaela R. on 28 Feb 2020,1,0
facebook  Share Review by Jennifer L. on 30 Jan 2019,1,0
facebook  Share Review by Aprill G. on 25 Oct 2017,1,0
Extra 7% off,1,0
EXTRA 15% OFF EVERYTHING!*,1,0
Extra 10% off,1,0
Exclusive product savings for members.,1,0
Enter your email and we’ll send you a coupon code plus notify you any time we have sales and promotions in the future!,1,0
Eligible for free delivery,1,0
"Easily worth $300, this was an incredible buy.",1,0
Earn Money,1,0
DOWNLOAD THE IRISH APP TODAY,1,0
Download the app to get an exclusive 60% OFF Everything*,1,0
Download the app for an exclusive 60% OFF Everything*,1,0
Don’t wait until,1,0
"Don't miss out on new products, sales, discounts & deals.",1,0
"Don't lose your liked products - register an account and access your wishlist and cart across devices.  It's free, fast, and easy!",1,0
Do not fear breaking your glass!,1,0
"Discover some truly seasonal steals in the Burton sale. You'll get the look you're after for less, but be quick, most stuff won't be sticking around for long so head to the checkout to avoid disappoin",1,0
DISCOUNT AUTOMATICALLY APPLIED AT CHECKOUT,1,0
Disclaimer: Offer valid for new customers only. Cannot be combined with any other offer.,1,0
Did you want to merge your other carts?,1,0
Deal of the Day.,1,0
Deal of the Day,1,0
Daily deals at Best Buy.,1,0
Cyber Monday sale,1,0
Customer Review of,1,0
Customer Review,1,0
Click here if it's taking too long.,1,0
CBD Subscription Box,1,0
Buy Now for $99.95,1,0
Buy Now for $70.00,1,0
Buy Now for $149.00,1,0
Buy Now,1,0
Buy 2 Get 50% Off,1,0
Bonus Deals of the Day,1,0
Bestsellers On Sale,1,0
Best Buy Canada,1,0
Best Buy app,1,0
BCI Membership,1,0
BACK IN STOCK,1,0
Back In Stock,1,0
Avg. Customer Review,1,0
Ask another question?,1,0
Apply Your Logo For Free,1,0
Apple Pay,1,0
"and you consent to us sending you marketing by email and on social media related to our range of products, items on your wish list/shopping cart and marketing initiatives. You can withdraw your consent at any time.",1,0
"and featured on Forbes, Leafly and Weedmaps, we are dedicated to bringing quality accessories to satisfied customers! We are available anywhere, 24 hours a day, with the best smoking gear available.",1,0
Amazon Pay,1,0
"Although these amazing deals rotate every day, we always have more than one sale a day going on. We even have sales on whole categories of products and deals tailored for a particular audience, such as",1,0
All EU Tax & Duties will be paid for by boohooMAN,1,0
"After viewing product detail pages, look here to find an easy way to navigate back to pages you are interested in.",1,0
Add our GlassGuard warranty program on eligible items and we'll insure this purchase.,1,0
Active New In,1,0
About Best Buy,1,0
7% voucher applied at checkout,1,0
60% off,1,0
60% OFF,1,0
57 items,1,0
53 Items,1,0
50% Off Logo Setup,1,0
50% OFF Everything*,1,0
50% OFF EVERYTHING*,1,0
50% OFF EVERYTHING!*,1,0
50% OFF EVERYTHING!,1,0
50% OFF,1,0
5.0 star rating,1,0
5.0 out of 5 stars,1,0
"5 Days,",1,0
4.9 star rating,1,0
4.7 out of 5 stars,1,0
4.6 out of 5 stars,1,0
4.5 out of 5 stars,1,0
4.4 out of 5 stars,1,0
4.3 out of 5 stars,1,0
4.2 out of 5 stars,1,0
4.1 out of 5 stars,1,0
4.0 star rating,1,0
30% OFF SUITS & SHOES!,1,0
30% Off Suits,1,0
30% Off Shoes,1,0
"30% OFF ALL COATS, KNITS & BOOTS!",1,0
"30% Off All Coats, Knits & Boots",1,0
"30 Minutes,",1,0
3.8 out of 5 stars,1,0
3.5 out of 5 stars,1,0
3.0 star rating,1,0
20% OFF,1,0
2.0 star rating,1,0
15% off your purchase.,1,0
15% off,1,0
15% OFF,1,0
15 Seconds,1,0
10% voucher applied at checkout,1,0
10% off,1,0
10% OFF,1,0
1.0 star rating,1,0
1 Star & Up,1,0
1 customers,1,0
0 SOLD,0,1
£4 flat rate for orders under £35,1,0
$20 OFF DUCK BOOTS,1,0
$20 CREDIT TOWARDS SHIPPING,1,0
*Valid on items marked “Black Friday Prices Guaranteed” and for Best Buy Totaltech™ and My Best Buy® members only. See sale page for full details.,1,0
*Free Delivery on £35:,1,0
"*Extra 15% discount is for new subscribers only. By subscribing, you agree to receive marketing communications from Burton by email. You can unsubscribe at any point.",1,0
(Your email will not be displayed),1,0
(Others charge $35-$59 on orders of less than 12 pieces),1,0
(77% OFF),1,0
(75% OFF),1,0
(69% OFF),1,0
(67% OFF),1,0
(62% OFF),1,0
(60% OFF),1,0
(58% OFF),1,0
(57% OFF),1,0
(56% OFF),1,0
(50% OFF),1,0
(43% OFF),1,0
(40% OFF),1,0
(33% OFF),1,0
(30% OFF),1,0
"""The picture featured was green, blue, and white. They sent it to me in red, white, and blue. A color combination that I did not want.""",1,0
"""It��s for both dabs and flowers and I can��t call it 100% cough free but I definitely don��t feel like I��m gonna have any more coughing fits like in the past this definitely calms the cough! """,1,0
"""I've never tried one before, so my husband and my son told me that it's easy and bought me this. But I love it:sparkling_heart: Thank you:+1:""",1,0
"""Got the 35mm banger kit and although the heater itself is great the banger looks very fragile, the stem looks thinner than usual. Other than that no complaints!""",1,0
'  Share Review by Selena G. on  2 Nov 2017,1,0
'  Share Review by Olivia J. on  2 Sep 2018,1,0
'  Share Review by Michaela R. on 28 Feb 2020,1,0
'  Share Review by Jennifer L. on 30 Jan 2019,1,0
'  Share Review by Aprill G. on 25 Oct 2017,1,0
-60% off,1,0
-50% off,1,0
