15 Seconds,1,
more - Unlock,1,
your entire order!,1,
Coupon Code:,1,
Still Loading...,1,
Click here if it's taking too long.,1,
Dab Rigs,1,
Monthly Box,1,
Online Headshop,1,
Smoke Cartel,1,
Staff Picks,1,
Staff Picks,1,
"Not sure where to start? No worries, our staff picks have you covered. Carefully curated top picks from our staff await, backed by tons of verified user reviews. Your next favorite piece awaits!",1,
Sort By,1,
Lowest Price,1,
Highest Price,1,
Newest Items,1,
On Sale,1,
$300 & Above,1,
$200 to $300,1,
$100 to $200,1,
Under $100,1,
View all Filter & Sort Options,1,
Popular Bongs,1,
Staff Recommendations,1,
Hand Pipes,1,
Portable & Timeless,1,
Popular Vapes,1,
Latest & Greatest,1,
Newest Items,1,
See what's new!,1,
Sort By,1,
Lowest Price,1,
Highest Price,1,
Newest Items,1,
6-Arm Tree Perc,1,
8 Holes of Percolation,1,
9 Slit Showerhead Perc,1,
Branded Downstem,1,
Calibear Logo on Front and Calibear Name on Downstem,1,
Colored Downstem,1,
Colored Glasscity Honeycomb Decal,1,
Diffused Downstem,1,
Diffuser Downstem,1,
Disc percolator,1,
Domed Stereo Perc,1,
Double Showerhead Percolator,1,
Durable and Discreet,1,
feature: Top USA-Made Showerhead Perc Beaker,1,
Fixed Diffused Downstem,1,
Fixed Downstem,1,
Fixed Reinforced Downstem,1,
Honeycomb Design,1,
Honeycomb Disc,1,
Honeycomb Disc Percolator,1,
Ideal Downstem Length: 11cm / 4.3 Inches,1,
Includes 1 Stainless Steel Pollen Screen Disc,1,
Includes 18.8mm Diffused Downstem,1,
Includes 3.5in Downstem,1,
Includes 4in 18mm to 14mm Downstem,1,
Includes Downstem,1,
Inline Percolator,1,
inside-cut 18.8mm > 14.5mm slitted diffuser downstem,1,
Matrix perc,1,
Matrix Percolator,1,
Perforated Honeycomb Disc,1,
Pop Rocks Perc,1,
Pop Rocks Percs,1,
Portable and Discreet,1,
Propeller Perc,1,
Reinforced Fixed Downstem,1,
Removable Diffused Downstem,1,
Removable diffuser downstem,1,
Removable Downstem,1,
Removable Glass Downstem,1,
Removable Glass Downstem with Attached Bowl,1,
Removeable Honeycomb-Style Glass Bowl,1,
Showerhead Perc,1,
Showerhead Percolator,1,
Silicone Downstems,1,
Slitted Downstem Diffuser,1,
Slitted Showerhead Percolator,1,
Stemline Diffused Pop Rocks Perc,1,
Stemline Puck Diffused Pop Rocks Perc,1,
Stereo Perc,1,
Three Turbine-Style Percolators,1,
Tree Perc,1,
Tree Percolator,1,
Tree-shaped Percolator,1,
Twin Perc Power,1,
Worked Glass Perc,1,
Show more options,1,
Avg. Customer Review,1,
& Up,1,
& Up,1,
& Up,1,
& Up,1,
$300 & Above,1,
$200 to $300,1,
$100 to $200,1,
Under $100,1,
Over 18 inches,1,
12 to 18 inches,1,
6 to 12 inches,1,
Under 6 inches,1,
""" inches",1,
Reset Filter,1,
Discrete Packaging,1,
Price Match,1,
We'll Beat Any Price *,1,
24 / 7,1,
Customer Support,1,
Contact us with any questions,1,
Get immediate store credit,1,
Filter & Sort Products,1,
Mystery Box of Awesomeness - Glass & Gear,1,
Pulsar Gravity Recycler Water Pipe,1,
XVAPE Tommy Chong's Aria Hybrid Vaporizer,1,
VLAB Halo Smart E-Rig,1,
Regular price,1,
On Sale,1,
$199.00 ,1,
5 Color Options,1,
LA Pipes Single or Double Showerhead Perc Beaker Bong,1,
Formerly UPC,1,
Regular price,1,
On Sale,1,
$100.00 ,1,
The "Pandora" Inception Cube Capsule with Inline Perc,1,
Regular price,1,
On Sale,1,
$175.00 ,1,
Genius Pipe,1,
Buyer's Guide,1,
Thinnest Innovative Airpath Hand Pipe,1,
The Genius Pipe is one of the most original hand pipes on the market today.,1,
Regular price,1,
On Sale,1,
$139.00 ,1,
10 Color Options,1,
Your Trusted Online Headshop,1,
Rated by,1,
"200,000+ Customers",1,
Well worth it,1,
"Easily worth $300, this was an incredible buy.",1,
Customer Review of,1,
Mystery Box of Awesomeness - Glass & Gear,1,
Love it!,1,
I got this as a gift for my hubby & we both love it. It hits smooth and the glass is nice and thick. Highly recommend it & thank you smoke cartel staff for getting it out quickly!,1,
Customer Review of,1,
Pulsar Gravity Recycler Water Pipe,1,
Worth Twice the Price!,1,
There really isn��t anything I can say that hasn��t already been said. If somebody said it was 300.00 I would say it��s a good buy.   At 149.00 it��s almost like stealing,1,
Customer Review of,1,
VLAB Halo Smart E-Rig,1,
"The double tree perc I bought is now my life partner. It is perfect, wouldn't change a thing. Saving this website for any future needs ?",1,
Customer Review of,1,
LA Pipes Single or Double Showerhead Perc Beaker Bong,1,
Amazing piece,1,
This piece looks amazing. It was delivered in perfect condition. If your willing to spend this much money it is defiantly worth it.,1,
Customer Review of,1,
The "Pandora" Inception Cube Capsule with Inline Perc,1,
First Test Run,1,
First test excellent. Will no doubt be running more tests in the not too distant future.,1,
Customer Review of,1,
Genius Pipe,1,
Discrete Packaging,1,
Price Match,1,
We'll Beat Any Price *,1,
Get immediate store credit,1,
Dip Devices EVRI Triple Use Vaporizer Starter Pack,1,
Buyer's Guide,1,
Most Versatile Vape Battery,1,
Say goodbye to multiple devices with this three-in-one vaporizer.,1,
For Wax & Dabs,1,
2 Color Options,1,
Evolution Dust Devil Sidecar Hybrid Dab Rig,1,
Cheech & Chong "Pedro" Mini Beaker Bong,1,
Regular price,1,
On Sale,1,
$109.99 ,1,
5 Color Options,1,
PAX 3 Vaporizer,1,
Buyer's Guide,1,
Best Overall Vaporizer,1,
"Sophisticated, versatile vape for wax and dry herbs.",1,
Sophisticated versatile vape for wax and dry herbs,1,
For Dry Herbs,1,
For Wax & Dabs,1,
18 Color Options,1,
The "Space Station" Recycler Water Bong with Inline Perc,1,
Designer Floral Diamond Print Bong,1,
Pulsar "Atomic Nucleus" Unique Scientific Dab Rig,1,
Regular price,1,
On Sale,1,
$149.00 ,1,
Puffco Plus Portable Dab Pen,1,
For Wax & Dabs,1,
2 Color Options,1,
Freeze Pipe Hand Pipe with Glycerin Chamber,1,
Dopezilla "Cerberus" Water Pipe,1,
4 Color Options,1,
Sesh Supply "Scylla" Unique Kinetic Spinning Propeller Perc Beaker Bong,1,
Regular price,1,
On Sale,1,
$136.00 ,1,
4 Color Options,1,
Puffco Peak Smart Rig,1,
Original Black Model,1,
For Wax & Dabs,1,
Regular price,1,
On Sale,1,
$379.00 ,1,
Calibear Standard Beaker Water Pipe,1,
New Item,1,
Glasscity Ice Bong - Honeycomb Disc and Tree Perc,1,
Regular price,1,
On Sale,1,
$109.99 ,1,
Pulsar Glass Water Pipe With Three Turbine Percolators,1,
Lava Lamp Silicone Water Pipe,1,
Pulsar Hand-E Nail V3 Electric Rig,1,
Buyer's Guide,1,
Most Powerful Hand E-Nail Bubbler,1,
Enjoy higher culture at the highest caliber.,1,
For Wax & Dabs,1,
3 Color Options,1,
G Pen Pro Vaporizer,1,
Buyer's Guide,1,
Top Pick for Ceramic Heating Vaporizer,1,
"Durable in design and sleek in style, the G Pen Pro has been upgraded from its predecessor-it sports a modern, sleek shape with a LED temperature display.",1,
For Dry Herbs,1,
G Pen Dash Dry Herb Vaporizer,1,
For Dry Herbs,1,
Pulsar APX Wax Portable Concentrate Vaporizer,1,
For Wax & Dabs,1,
11 Color Options,1,
Dr. Dabber SWITCH,1,
Buyer's Guide,1,
Fastest Heating Electric Dab Rig,1,
Some people switch from Verizon to T-Mobile.?But one of the most rewarding switches is going from dry herb to concentrates.,1,
Induction Powered E-Rig,1,
For Wax & Dabs,1,
Regular price,1,
On Sale,1,
$399.95 ,1,
Glasscity Limited Edition Cobalt Blue Beaker Ice Bong,1,
Regular price,1,
On Sale,1,
$99.99 ,1,
2 Sizes Available,1,
Pulsar "Jinni" Diffused Inline Downstem Recycler Bong,1,
Regular price,1,
On Sale,1,
$129.00 ,1,
The "Trees" Foil Canna-Leaf Print Beaker Bong,1,
G Pen Connect Vaporizer,1,
Connects to any Water Pipe,1,
Regular price,1,
On Sale,1,
$179.95 ,1,
Glasscity Beaker Ice Bong - Black,1,
Regular price,1,
On Sale,1,
$64.99 ,1,
G Pen Elite Dry Herb Vaporizer,1,
For Dry Herbs,1,
Pulsar RoK Electric Dab Rig,1,
Buyer's Guide,1,
Best Value Electric Dab Rig,1,
"The R?K is Pulsar's premier electric dab rig, with a glass beaker base and the ability to be used with both concentrates and dry herbs",1,
For Dry Herbs,1,
For Wax & Dabs,1,
Regular price,1,
On Sale,1,
$250.00 ,1,
Pulsar Window Beaker Oil Rig,1,
Arizer Extreme Q Vaporizer,1,
For Dry Herbs,1,
Pulsar Shift Vaporizer,1,
Buyer's Guide,1,
Low Cost Dual Use Vaporizer,1,
"If you're looking for a discreet, reliable, and multi-purpose vaporizer at a great price, the?Pulsar Shift is the unit for you.",1,
For Dry Herbs,1,
For Wax & Dabs,1,
"""Back to Basics"" Showerhead Perc Water Bong",1,
Regular price,1,
On Sale,1,
$124.00 ,1,
Galaxy Quartz E-Banger Complete E-Nail Kit,1,
Genius Water-Free Dab Rig,1,
Boundless Terp Pen Vaporizer,1,
For Wax & Dabs,1,
3 Color Options,1,
HerbSaver Grinder and Storage Container,1,
18 Color Options,1,
Pulsar Vortex Recycler Oil Rig,1,
Ooze Slim Twist PRO Concentrate Vape Kit,1,
For Wax & Dabs,1,
2 Color Options,1,
Yocan Armor Concentrate Pen Vaporizer,1,
For Wax & Dabs,1,
4 Color Options,1,
The "Double-cycler" Dual Chamber Recycler with Showerhead Perc,1,
"Videos on our Staff Picks - Most Popular Bongs, Vapes & Pipes",1,
VLAB Halo Smart E-Rig,1,
Buy Now for $149.00,1,
Genius Pipe,1,
Buy Now for $99.95,1,
Dip Devices EVRI Triple Use Vaporizer Starter Pack,1,
Buy Now for $70.00,1,
Keith from California,1,
Mystery Box of Awesomeness - Glass & Gear,1,
Verified Buyer,1,
Joel from California,1,
Pulsar Gravity Recycler Water Pipe,1,
Verified Buyer,1,
Nancy from Connecticut,1,
XVAPE Tommy Chong's Aria Hybrid Vaporizer,1,
Verified Buyer,1,
yemi from New York,1,
VLAB Halo Smart E-Rig,1,
Verified Buyer,1,
Mark from California,1,
LA Pipes Single or Double Showerhead Perc Beaker Bong,1,
Verified Buyer,1,
Tarik from Illinois,1,
The "Pandora" Inception Cube Capsule with Inline Perc,1,
Verified Buyer,1,
Kim from Florida,1,
Genius Pipe,1,
Verified Buyer,1,
Andrew from Connecticut,1,
Dip Devices EVRI Triple Use Vaporizer Starter Pack,1,
Verified Buyer,1,
Brittaney from Florida,1,
Evolution Dust Devil Sidecar Hybrid Dab Rig,1,
Verified Buyer,1,
First timer:raised_hand:,1,
"""I've never tried one before, so my husband and my son told me that it's easy and bought me this. But I love it:sparkling_heart: Thank you:+1:""",1,
- Claudia Olivarez,1,
Verified Buyer,1,
A review of,1,
Cheech & Chong "Pedro" Mini Beaker Bong,1,
paul from Massachusetts,1,
PAX 3 Vaporizer,1,
Verified Buyer,1,
Doug from Illinois,1,
The "Space Station" Recycler Water Bong with Inline Perc,1,
Verified Buyer,1,
Sonia  from Washington,1,
Designer Floral Diamond Print Bong,1,
Verified Buyer,1,
joey from Texas,1,
Pulsar "Atomic Nucleus" Unique Scientific Dab Rig,1,
Verified Buyer,1,
Josh from Missouri,1,
Puffco Plus Portable Dab Pen,1,
Verified Buyer,1,
Sergio from California,1,
Freeze Pipe Hand Pipe with Glycerin Chamber,1,
Verified Buyer,1,
Collin  from Pennsylvania,1,
Dopezilla "Cerberus" Water Pipe,1,
Verified Buyer,1,
Lauren from Ohio,1,
Sesh Supply "Scylla" Unique Kinetic Spinning Propeller Perc Beaker Bong,1,
Verified Buyer,1,
Bethany from Indiana,1,
Puffco Peak Smart Rig,1,
Verified Buyer,1,
Valerie from California,1,
Calibear Standard Beaker Water Pipe,1,
Verified Buyer,1,
Miguel from Puerto Rico,1,
Glasscity Ice Bong - Honeycomb Disc and Tree Perc,1,
Verified Buyer,1,
Chase from North Carolina,1,
Pulsar Glass Water Pipe With Three Turbine Percolators,1,
Verified Buyer,1,
Wrong color,1,
"""The picture featured was green, blue, and white. They sent it to me in red, white, and blue. A color combination that I did not want.""",1,
- Joanna P.,1,
Verified Buyer,1,
A review of,1,
Lava Lamp Silicone Water Pipe,1,
Dustin from Washington,1,
Pulsar Hand-E Nail V3 Electric Rig,1,
Verified Buyer,1,
Jillian from Maryland,1,
G Pen Pro Vaporizer,1,
Verified Buyer,1,
Mya from California,1,
G Pen Dash Dry Herb Vaporizer,1,
Verified Buyer,1,
Nathaniel from Indiana,1,
Pulsar APX Wax Portable Concentrate Vaporizer,1,
Verified Buyer,1,
Megan from Florida,1,
Dr. Dabber SWITCH,1,
Verified Buyer,1,
Brayden from Alabama,1,
Glasscity Limited Edition Cobalt Blue Beaker Ice Bong,1,
Verified Buyer,1,
Erica from South Carolina,1,
Pulsar "Jinni" Diffused Inline Downstem Recycler Bong,1,
Verified Buyer,1,
Catherine from Arizona,1,
The "Trees" Foil Canna-Leaf Print Beaker Bong,1,
Verified Buyer,1,
Thomas from California,1,
G Pen Connect Vaporizer,1,
Verified Buyer,1,
Iosif from Washington,1,
Glasscity Beaker Ice Bong - Black,1,
Verified Buyer,1,
Ken from Missouri,1,
G Pen Elite Dry Herb Vaporizer,1,
Verified Buyer,1,
Michele from California,1,
Pulsar RoK Electric Dab Rig,1,
Verified Buyer,1,
Tim from Arizona,1,
Arizer Extreme Q Vaporizer,1,
Verified Buyer,1,
Samuel from Utah,1,
Pulsar Shift Vaporizer,1,
Verified Buyer,1,
elliot from Nevada,1,
"""Back to Basics"" Showerhead Perc Water Bong",1,
Verified Buyer,1,
"Great price, decent banger",1,
"""Got the 35mm banger kit and although the heater itself is great the banger looks very fragile, the stem looks thinner than usual. Other than that no complaints!""",1,
- Cody S.,1,
Verified Buyer,1,
A review of,1,
Galaxy Quartz E-Banger Complete E-Nail Kit,1,
Awesome news for the dabsters,1,
"""It��s for both dabs and flowers and I can��t call it 100% cough free but I definitely don��t feel like I��m gonna have any more coughing fits like in the past this definitely calms the cough! """,1,
- Mike S.,1,
Verified Buyer,1,
A review of,1,
Genius Water-Free Dab Rig,1,
Lawrence from California,1,
Boundless Terp Pen Vaporizer,1,
Verified Buyer,1,
geoffrey from Illinois,1,
HerbSaver Grinder and Storage Container,1,
Verified Buyer,1,
keenan  from Indiana,1,
Pulsar Vortex Recycler Oil Rig,1,
Verified Buyer,1,
Ethan from South Carolina,1,
Ooze Slim Twist PRO Concentrate Vape Kit,1,
Verified Buyer,1,
JESSICA from Ohio,1,
Yocan Armor Concentrate Pen Vaporizer,1,
Verified Buyer,1,
sean from Illinois,1,
Glass Monster Themed Spoon Pipe,1,
Verified Buyer,1,
Grayson from Massachusetts,1,
LA Pipes 5mm Thick Beaker Water Pipe with Showerhead Perc,1,
Verified Buyer,1,
Charles from Florida,1,
The Everyman's Bowl - Simple Glass Spoon Hand Pipe,1,
Verified Buyer,1,
"window.Warely = { template: 'collection',collection: 'staff-picks',collection_id: '23776617',};",1,
Recently Viewed,1,
See All,1,
Recommendations for You,1,
Popular Products,1,
The Best Online Headshop,1,
Smoke Cartel,1,
"is a small passionate team (based in Savannah, GA) dedicated to helping you find premium",1,
glass bongs,1,
glass rigs,1,
hand pipes,1,
"of all stripes,",1,
dab pens,1,
and other cool counterculture tools. From hemp goods to,1,
herb grinders,1,
Winner of the High Times Cup Best Glass Award,1,
"and featured on Forbes, Leafly and Weedmaps, we are dedicated to bringing quality accessories to satisfied customers! We are available anywhere, 24 hours a day, with the best smoking gear available.",1,
Learn more about us,1,
Discrete Packaging,1,
Price Match,1,
We'll Beat Any Price *,1,
24 / 7,1,
Customer Support,1,
Contact us with any questions,1,
Get immediate store credit,1,
We've Been Featured On,1,
You must be 21 years or older to browse this website and purchase products.,1,
Subscribe & Save,1,
Get 5% Off your order by joining our Mailing list,1,
Call or Text us at,1,
(912) 319 7199,1,
for Live Human Support,1,
Follow on Instagram,1,
Shop the Feed,1,
Quick Links,1,
Rewards Program,1,
Referral Program,1,
Shipping Policy,1,
Returns and Refunds Policy,1,
Terms and Conditions,1,
Build a Custom Bong,1,
Subscription Boxes,1,
Your Likes,1,
Recently Viewed,1,
Knowledge Base,1,
Buyer's Guides & Gift Guides,1,
Product Education,1,
Coupons & Discounts,1,
Credit Card Processing,1,
Sell on Smoke Cartel,1,
Shop Wholesale,1,
Apply for Business Pricing,1,
Earn Money,1,
Write for Us,1,
Follow Us,1,
About Us,1,
Why Shop at Smoke Cartel,1,
Smoke Cartel Reviews,1,
Press Kit,1,
Customer Care,1,
Your Account,1,
Frequently Asked Questions,1,
Track Your Order,1,
Contact Us,1,
Return an Item,1,
Live Chat,1,
Invest in High Tide,1,
Canna Cabana,1,
Daily High Club,1,
Valiant Distribution,1,
Famous Brandz,1,
"All Content ? 2021 Smoke Cartel, Inc -",1,
A High Tide Inc. Company,1,
"See what makes our online headshop private, secure, and encrypted.",1,
Privacy Policy,1,
Sitemap XML,1,
Added to Likes!,1,
- View your likes list,1,
Age Verification,1,
You must be 21 years or older to shop.,1,
Verify with Email,1,
or verify through another account,1,
It seems you already have an account created via another Social Network or directly with your email and password.,1,
Forgot your password? Click,1,
Forgot password,1,
link below.,1,
Month (MM),1,
Day (DD),1,
Year (YYYY),1,
Verify Age,1,
Manually enter in a birthdate instead,1,
Subscribe & Save,1,
"Don't miss out on new products, sales, discounts & deals.",1,
Get 5% Off Now by Subscribing,1,
Sign Up,1,
"It's free, easy, and you can unsubscribe at anytime.",1,
Saved Cart!,1,
Phew - your cart was saved to your account.,1,
Continue Shopping,1,
Welcome to Smoke Cartel!,1,
"Thanks for joining us - as a courtesy, use",1,
to get 5% off your order!,1,
Continue Shopping,1,
Save your wishlist!,1,
"Don't lose your liked products - register an account and access your wishlist and cart across devices.  It's free, fast, and easy!",1,
Sign Up,1,
"Nah, close popup",1,
Added to Likes!,1,
Phew - all saved to your account.  Thanks for saving your wishlist!,1,
You can access it anytime on your likes page.,1,
"Ok, Close",1,
Did you want to merge your other carts?,1,
"We detected that you may have open carts on other devices, did you want to merge items from those?",1,
See Your Other Carts,1,
Continue Shopping,1,
Glass Guard Protection,1,
Do not fear breaking your glass!,1,
Add our GlassGuard warranty program on eligible items and we'll insure this purchase.,1,
"If you break this product, your next one is 50% off!",1,
Ok cool.  Close this.,1,
More about GlassGuard,1,
"5 Days,",1,
"7 Hours,",1,
"30 Minutes,",1,
15 Seconds,1,
"5 Days,",1,
"7 Hours,",1,
"30 Minutes,",1,
15 Seconds,1,
Still Loading...,1,
Click here if it's taking too long.,1,
Smoke Cartel,1,
Staff Picks,1,
Popular Bongs,1,
Staff Recommendations,1,
Hand Pipes,1,
Portable & Timeless,1,
Popular Vapes,1,
Latest & Greatest,1,
Newest Items,1,
See what's new!,1,
6-Arm Tree Perc,1,
8 Holes of Percolation,1,
9 Slit Showerhead Perc,1,
Branded Downstem,1,
Calibear Logo on Front and Calibear Name on Downstem,1,
Colored Downstem,1,
Colored Glasscity Honeycomb Decal,1,
Diffused Downstem,1,
Diffuser Downstem,1,
Disc percolator,1,
Domed Stereo Perc,1,
Double Showerhead Percolator,1,
Durable and Discreet,1,
feature: Top USA-Made Showerhead Perc Beaker,1,
Fixed Diffused Downstem,1,
Fixed Downstem,1,
Fixed Reinforced Downstem,1,
Honeycomb Design,1,
Honeycomb Disc,1,
Honeycomb Disc Percolator,1,
Ideal Downstem Length: 11cm / 4.3 Inches,1,
Includes 1 Stainless Steel Pollen Screen Disc,1,
Includes 18.8mm Diffused Downstem,1,
Includes 3.5in Downstem,1,
Includes 4in 18mm to 14mm Downstem,1,
Includes Downstem,1,
Inline Percolator,1,
inside-cut 18.8mm > 14.5mm slitted diffuser downstem,1,
Matrix perc,1,
Matrix Percolator,1,
Perforated Honeycomb Disc,1,
Pop Rocks Perc,1,
Pop Rocks Percs,1,
Portable and Discreet,1,
Propeller Perc,1,
Reinforced Fixed Downstem,1,
Removable Diffused Downstem,1,
Removable diffuser downstem,1,
Removable Downstem,1,
Removable Glass Downstem,1,
Removable Glass Downstem with Attached Bowl,1,
Removeable Honeycomb-Style Glass Bowl,1,
Showerhead Perc,1,
Showerhead Percolator,1,
Silicone Downstems,1,
Slitted Downstem Diffuser,1,
Slitted Showerhead Percolator,1,
Stemline Diffused Pop Rocks Perc,1,
Stemline Puck Diffused Pop Rocks Perc,1,
Stereo Perc,1,
Three Turbine-Style Percolators,1,
Tree Perc,1,
Tree Percolator,1,
Tree-shaped Percolator,1,
Twin Perc Power,1,
Worked Glass Perc,1,
""" inches",1,
Discrete Packaging,1,
We'll Beat Any Price *,1,
Contact us with any questions,1,
Get immediate store credit,1,
Mystery Box of Awesomeness - Glass & Gear,1,
Pulsar Gravity Recycler Water Pipe,1,
XVAPE Tommy Chong's Aria Hybrid Vaporizer,1,
VLAB Halo Smart E-Rig,1,
Regular price,1,
On Sale,1,
$199.00 ,1,
LA Pipes Single or Double Showerhead Perc Beaker Bong,1,
Regular price,1,
On Sale,1,
$100.00 ,1,
The "Pandora" Inception Cube Capsule with Inline Perc,1,
Regular price,1,
On Sale,1,
$175.00 ,1,
Genius Pipe,1,
Buyer's Guide,1,
Thinnest Innovative Airpath Hand Pipe,1,
The Genius Pipe is one of the most original hand pipes on the market today.,1,
Regular price,1,
On Sale,1,
$139.00 ,1,
Well worth it,1,
"Easily worth $300, this was an incredible buy.",1,
Customer Review of,1,
Mystery Box of Awesomeness - Glass & Gear,1,
Love it!,1,
I got this as a gift for my hubby & we both love it. It hits smooth and the glass is nice and thick. Highly recommend it & thank you smoke cartel staff for getting it out quickly!,1,
Customer Review of,1,
Pulsar Gravity Recycler Water Pipe,1,
Worth Twice the Price!,1,
There really isn��t anything I can say that hasn��t already been said. If somebody said it was 300.00 I would say it��s a good buy.   At 149.00 it��s almost like stealing,1,
Customer Review of,1,
VLAB Halo Smart E-Rig,1,
"The double tree perc I bought is now my life partner. It is perfect, wouldn't change a thing. Saving this website for any future needs ?",1,
Customer Review of,1,
LA Pipes Single or Double Showerhead Perc Beaker Bong,1,
Amazing piece,1,
This piece looks amazing. It was delivered in perfect condition. If your willing to spend this much money it is defiantly worth it.,1,
Customer Review of,1,
The "Pandora" Inception Cube Capsule with Inline Perc,1,
First Test Run,1,
First test excellent. Will no doubt be running more tests in the not too distant future.,1,
Customer Review of,1,
Genius Pipe,1,
Discrete Packaging,1,
We'll Beat Any Price *,1,
Get immediate store credit,1,
Dip Devices EVRI Triple Use Vaporizer Starter Pack,1,
Buyer's Guide,1,
Most Versatile Vape Battery,1,
Say goodbye to multiple devices with this three-in-one vaporizer.,1,
Evolution Dust Devil Sidecar Hybrid Dab Rig,1,
Cheech & Chong "Pedro" Mini Beaker Bong,1,
Regular price,1,
On Sale,1,
$109.99 ,1,
PAX 3 Vaporizer,1,
Buyer's Guide,1,
Best Overall Vaporizer,1,
"Sophisticated, versatile vape for wax and dry herbs.",1,
The "Space Station" Recycler Water Bong with Inline Perc,1,
Designer Floral Diamond Print Bong,1,
Pulsar "Atomic Nucleus" Unique Scientific Dab Rig,1,
Regular price,1,
On Sale,1,
$149.00 ,1,
Puffco Plus Portable Dab Pen,1,
Freeze Pipe Hand Pipe with Glycerin Chamber,1,
Dopezilla "Cerberus" Water Pipe,1,
Sesh Supply "Scylla" Unique Kinetic Spinning Propeller Perc Beaker Bong,1,
Regular price,1,
On Sale,1,
$136.00 ,1,
Puffco Peak Smart Rig,1,
Regular price,1,
On Sale,1,
$379.00 ,1,
Calibear Standard Beaker Water Pipe,1,
New Item,1,
Glasscity Ice Bong - Honeycomb Disc and Tree Perc,1,
Regular price,1,
On Sale,1,
$109.99 ,1,
Pulsar Glass Water Pipe With Three Turbine Percolators,1,
Lava Lamp Silicone Water Pipe,1,
Pulsar Hand-E Nail V3 Electric Rig,1,
Buyer's Guide,1,
