content,Classification,prediction
John viewed this items in the last five hours,0,0
Paul viewed this items in the last five hours,0,0
3 people watched this items in the last five hours,0,0
Twenty people watched this items in the last five hours,0,0
John watched this items in the last five hours,0,0
Paul watched this items in the last five hours,0,0
3 people viewed this in the last five hours,0,0
Twenty people viewed this in the last five hours,0,0
John viewed this in the last five hours,0,0
Paul viewed this in the last five hours,0,0
3 people watched this in the last five hours,0,0
Twenty people watched this in the last five hours,0,0
John watched this in the last five hours,0,0
Paul watched this in the last five hours,0,0
3 people viewed this product in the last five hours,0,0
Twenty people viewed this product in the last five hours,0,0
John viewed this product in the last five hours,0,0
Paul viewed this product in the last five hours,0,0
3 people watched this product in the last five hours,0,0
Twenty people watched this product in the last five hours,0,0
John watched this product in the last five hours,0,0
Paul watched this product in the last five hours,0,0
3 people viewed this keyboard in the last five hours,0,0
Twenty people viewed this keyboard in the last five hours,0,0
John viewed this keyboard in the last five hours,0,0
Paul viewed this keyboard in the last five hours,0,0
3 people watched this keyboard in the last five hours,0,0
Twenty people watched this keyboard in the last five hours,0,0
John watched this keyboard in the last five hours,0,0
Paul watched this keyboard in the last five hours,0,0
3 people viewed this 22’’ television in the last five hours,0,0
Twenty people viewed this 22’’ television in the last five hours,0,0
John viewed this 22’’ television in the last five hours,0,0
Paul viewed this 22’’ television in the last five hours,0,0
3 people watched this 22’’ television in the last five hours,0,0
Twenty people watched this 22’’ television in the last five hours,0,0
John watched this 22’’ television in the last five hours,0,0
Paul watched this 22’’ television in the last five hours,0,0
3 people viewed this items 10 minutes ago,0,0
Twenty people viewed this items 10 minutes ago,0,0
John viewed this items 10 minutes ago,0,0
Paul viewed this items 10 minutes ago,0,0
3 people watched this items 10 minutes ago,0,0
Twenty people watched this items 10 minutes ago,0,0
John watched this items 10 minutes ago,0,0
Paul watched this items 10 minutes ago,0,0
3 people viewed this 10 minutes ago,0,0
Twenty people viewed this 10 minutes ago,0,0
John viewed this 10 minutes ago,0,0
Paul viewed this 10 minutes ago,0,0
3 people watched this 10 minutes ago,0,0
Twenty people watched this 10 minutes ago,0,0
John watched this 10 minutes ago,0,0
Paul watched this 10 minutes ago,0,0
3 people viewed this product 10 minutes ago,0,0
Twenty people viewed this product 10 minutes ago,0,0
John viewed this product 10 minutes ago,0,0
Paul viewed this product 10 minutes ago,0,0
3 people watched this product 10 minutes ago,0,0
Twenty people watched this product 10 minutes ago,0,0
John watched this product 10 minutes ago,0,0
Paul watched this product 10 minutes ago,0,0
3 people viewed this keyboard 10 minutes ago,0,0
Twenty people viewed this keyboard 10 minutes ago,0,0
John viewed this keyboard 10 minutes ago,0,0
Paul viewed this keyboard 10 minutes ago,0,0
3 people watched this keyboard 10 minutes ago,0,0
Twenty people watched this keyboard 10 minutes ago,0,0
John watched this keyboard 10 minutes ago,0,0
Paul watched this keyboard 10 minutes ago,0,0
3 people viewed this 22’’ television 10 minutes ago,0,0
Twenty people viewed this 22’’ television 10 minutes ago,0,0
John viewed this 22’’ television 10 minutes ago,0,0
Paul viewed this 22’’ television 10 minutes ago,0,0
3 people watched this 22’’ television 10 minutes ago,0,0
Twenty people watched this 22’’ television 10 minutes ago,0,0
John watched this 22’’ television 10 minutes ago,0,0
Paul watched this 22’’ television 10 minutes ago,0,0
3 people viewed this items just now,0,0
Twenty people viewed this items just now,0,0
John viewed this items just now,0,0
Paul viewed this items just now,0,0
3 people watched this items just now,0,0
Twenty people watched this items just now,0,0
John watched this items just now,0,0
Paul watched this items just now,0,0
3 people viewed this just now,0,0
Twenty people viewed this just now,0,0
John viewed this just now,0,0
Paul viewed this just now,0,0
3 people watched this just now,0,0
Twenty people watched this just now,0,0
John watched this just now,0,0
Paul watched this just now,0,0
3 people viewed this product just now,0,0
Twenty people viewed this product just now,0,0
John viewed this product just now,0,0
Paul viewed this product just now,0,0
3 people watched this product just now,0,0
Twenty people watched this product just now,0,0
John watched this product just now,0,0
Paul watched this product just now,0,0
3 people viewed this keyboard just now,0,0
Twenty people viewed this keyboard just now,0,0
John viewed this keyboard just now,0,0
Paul viewed this keyboard just now,0,0
3 people watched this keyboard just now,0,0
Twenty people watched this keyboard just now,0,0
John watched this keyboard just now,0,0
Paul watched this keyboard just now,0,0
3 people viewed this 22’’ television just now,0,0
Twenty people viewed this 22’’ television just now,0,0
John viewed this 22’’ television just now,0,0
Paul viewed this 22’’ television just now,0,0
3 people watched this 22’’ television just now,0,0
Twenty people watched this 22’’ television just now,0,0
John watched this 22’’ television just now,0,0
Paul watched this 22’’ television just now,0,0
11 people are viewing this,0,0
Twenty-two people are viewing this,0,0
11 people are currently viewing this,0,0
Twenty-two people are currently viewing this,0,0
11 people are watching this,0,0
Twenty-two people are watching this,0,0
11 people are currently watching this,0,0
Twenty-two people are currently watching this,0,0
11 people are viewing this item,0,0
Twenty-two people are viewing this item,0,0
11 people are currently viewing this item,0,0
Twenty-two people are currently viewing this item,0,0
11 people are watching this item,0,0
Twenty-two people are watching this item,0,0
11 people are currently watching this item,0,0
Twenty-two people are currently watching this item,0,0
11 people are viewing this product,0,0
Twenty-two people are viewing this product,0,0
11 people are currently viewing this product,0,0
Twenty-two people are currently viewing this product,0,0
11 people are watching this product,0,0
Twenty-two people are watching this product,0,0
11 people are currently watching this product,0,0
Twenty-two people are currently watching this product,0,0
11 people are viewing this keyboard,0,0
Twenty-two people are viewing this keyboard ,0,0
11 people are currently viewing this keyboard,0,0
Twenty-two people are currently viewing this keyboard ,0,0
11 people are watching this keyboard,0,0
Twenty-two people are watching this keyboard ,0,0
11 people are currently watching this keyboard,0,0
Twenty-two people are currently watching this keyboard ,0,0
11 people are viewing this 32’’ Monitor,0,0
Twenty-two people are viewing this 32’’ Monitor,0,0
11 people are currently viewing this 32’’ Monitor,0,0
Twenty-two people are currently viewing this 32’’ Monitor,0,0
11 people are watching this 32’’ Monitor,0,0
Twenty-two people are watching this 32’’ Monitor,0,0
11 people are currently watching this 32’’ Monitor,0,0
Twenty-two people are currently watching this 32’’ Monitor,0,0
36 watchers are on this page now,0,0
Eleven viewers are on this page,0,0
Jordan gives a like 2 mins ago,0,0
Item is selling fast ,0,0
This item is selling fast ,0,0
The product is selling fast ,0,0
Item is in high demand ,0,0
This item is in high demand ,0,0
The product is in high demand ,0,0
Item is selling fast this month,0,0
This item is selling fast this month,0,0
The product is selling fast this month,0,0
Item is in high demand this month,0,0
This item is in high demand this month,0,0
The product is in high demand this month,0,0
Item is selling fast in the last 2 days,0,0
This item is selling fast in the last 2 days,0,0
The product is selling fast in the last 2 days,0,0
Item is in high demand in the last 2 days,0,0
This item is in high demand in the last 2 days,0,0
The product is in high demand in the last 2 days,0,0
Item is selling fast in the last two weeks ,0,0
This item is selling fast in the last two weeks ,0,0
The product is selling fast in the last two weeks ,0,0
Item is in high demand in the last two weeks ,0,0
This item is in high demand in the last two weeks ,0,0
The product is in high demand in the last two weeks ,0,0
Selling Fast,0,0
In high demand,0,0
 ends soon,0,0
Item ends soon,0,0
Deal ends soon,0,0
This item ends soon,0,0
Sale ends soon,0,0
 only available for a limited time,0,0
Item only available for a limited time,0,0
Deal only available for a limited time,0,0
This item only available for a limited time,0,0
Sale only available for a limited time,0,0
ends in 06:35:25,0,0
Item ends in 06:35:25,0,0
Deal ends in 06:35:25,0,0
This item ends in 06:35:25,0,0
finishes in 06:35:25,0,0
Item finishes in 06:35:25,0,0
Deal finishes in 06:35:25,0,0
This item finishes in 06:35:25,0,0
ends in 2 days,0,0
Item ends in 2 days,0,0
Deal ends in 2 days,0,0
This item ends in 2 days,0,0
finishes in 2 days,0,0
Item finishes in 2 days,0,0
Deal finishes in 2 days,0,0
This item finishes in 2 days,0,0
 ends in ten hours,0,0
Item ends in ten hours,0,0
Deal ends in ten hours,0,0
This item ends in ten hours,0,0
 finishes in ten hours,0,0
Item finishes in ten hours,0,0
Deal finishes in ten hours,0,0
This item finishes in ten hours,0,0
Your price for this item is $,1,0
Your cart is currently empty.,1,0
You'll now receive emails from Gap. Check your inbox for your exclusive welcome offer. ​,1,0
Where every day is a one-day sale.,1,0
What are you looking for?,1,0
We'll start sewing and ship your order in 12-18 business days,1,0
"We detected that you may have open carts on other devices, did you want to merge items from those?",1,0
UP TO 70% OFF SALE!,1,0
Top Up Your Account in Store,1,0
This piece looks amazing. It was delivered in perfect condition. If your willing to spend this much money it is defiantly worth it.,1,0
"The double tree perc I bought is now my life partner. It is perfect, wouldn't change a thing. Saving this website for any future needs ?",1,0
Tall Limited Gothic Applique Tracksuit,1,0
Some people switch from Verizon to T-Mobile.?But one of the most rewarding switches is going from dry herb to concentrates.,1,0
Some functionality will be limited.,1,0
"Shop now, pay later!",1,0
SHEIN Slogan Graphic Drop Shoulder High Low Hem Dress,1,0
SHEIN Lace Detail High Low Puff Sleeve Dress Without Belt,1,0
See why this is America’s favorite hat,1,0
Say goodbye to multiple devices with this three-in-one vaporizer.,1,0
SALE UP TO 70% OFF!,1,0
Sale Up To 70% Off,1,0
Ready in one hour,1,0
Questions about this item? Ask here.,1,0
Price: Low to High,1,0
price: low to high,1,0
Price: High to Low,1,0
price: high to low,1,0
"Price, low to high",1,0
"Price, high to low",1,0
Price Low to High,1,0
Price High to Low,1,0
Price (Low to High),1,0
Price (High to Low),1,0
Popup content ends,1,0
Plus Limited Edition Heart Back Print Sweat,1,0
Pay Your Bill at Citibank,1,0
Oversized Limited Graphic Overdyed T-shirt,1,0
Out of Stock,1,0
Ok cool.  Close this.,1,0
OH HEY!  Get yourself 10% off the first order!,1,0
OFFER VALID FOR FIRST TIME SUBSCRIBERS ONLY,1,0
Offer applies to first-time registrants,1,0
Offer applies at,1,0
No thanks. I'll shop without cookies.,1,0
NO SMALL ORDER/RUN FEES,1,0
No Minimum Order,1,0
New Users Only,1,0
New in Sale,1,0
"Never miss a deal, sign up now. 💌",1,0
More                                exclusive offers Only in EUR,1,0
Low in stock,0,0
Limited stock available.,0,0
Limited quantities. See product detail pages for availability.,0,0
Limited Edition ($19.99):,1,0
Limited Edition,1,0
Last Sizes,1,0
Last Chance,0,0
items in row,1,0
item in row,1,0
"is a small passionate team (based in Savannah, GA) dedicated to helping you find premium",1,0
Invest in High Tide,1,0
Include Out of Stock,1,0
"In stock on November 13, 2021.",1,0
Images only,1,0
"If you break this product, your next one is 50% off!",1,0
I got this jacket on a really good sale a few months ago and i am ecstatic with this. Easy to wash and the embroidery doesn't get damaged like you might expect.,1,0
I got this as a gift for my hubby & we both love it. It hits smooth and the glass is nice and thick. Highly recommend it & thank you smoke cartel staff for getting it out quickly!,1,0
"Hat Hair, Don't Care",1,0
Glasscity Limited Edition Cobalt Blue Beaker Ice Bong,1,0
"Get your #hustlergangstyle tips! Hot deals, exclusive offers and fashion inspo are almost in your pocket 😉",1,0
Get This Deal!,1,0
Get 5% Off Now by Subscribing,1,0
"From celebrating a bride’s new last name to welcoming a little one into the family, customizable monogrammed gifts are the perfect way to show your loved ones how much you care!",1,0
for more everyday style this season.,1,0
First test excellent. Will no doubt be running more tests in the not too distant future.,1,0
Enter your email and we’ll send you a coupon code plus notify you any time we have sales and promotions in the future!,1,0
Ends in,0,0
Double Pocket Seam Detail Fake Button High Low Sweater,1,0
Don’t wait until,1,0
"Don't miss out on new products, sales, discounts & deals.",1,0
"Don't lose your liked products - register an account and access your wishlist and cart across devices.  It's free, fast, and easy!",1,0
"Discover some truly seasonal steals in the Burton sale. You'll get the look you're after for less, but be quick, most stuff won't be sticking around for long so head to the checkout to avoid disappoin",1,0
Disclaimer: Offer valid for new customers only. Cannot be combined with any other offer.,1,0
Butterfly Sleeve Ruffle High Low Hem Dress,1,0
BACK IN STOCK,1,0
Back In Stock,1,0
As you were browsing something about your browser made us think you were a bot. There are a few reasons this might happen:,1,0
"After viewing product detail pages, look here to find an easy way to navigate back to pages you are interested in.",1,0
Active New In,1,0
"A third-party browser plugin, such as Ghostery or NoScript, is preventing JavaScript from running. Additional information is available in this",1,0
*Valid on items marked “Black Friday Prices Guaranteed” and for Best Buy Totaltech™ and My Best Buy® members only. See sale page for full details.,1,0
"*Extra 15% discount is for new subscribers only. By subscribing, you agree to receive marketing communications from Burton by email. You can unsubscribe at any point.",1,0
(Others charge $35-$59 on orders of less than 12 pieces),1,0
(56% OFF),1,0
"""It��s for both dabs and flowers and I can��t call it 100% cough free but I definitely don��t feel like I��m gonna have any more coughing fits like in the past this definitely calms the cough! """,1,0
"""I've never tried one before, so my husband and my son told me that it's easy and bought me this. But I love it:sparkling_heart: Thank you:+1:""",1,0
- Ends in,0,0
