content,Classification,prediction
SHEIN Sweetheart Neck Ruched Bust Puff Sleeve Floral Dress,1,0
SHEIN Stand Collar Zip Up Sports Jacket,1,0
SHEIN Slogan Graphic Drop Shoulder High Low Hem Dress,1,0
SHEIN Ruffle Off Shoulder Solid Dress,1,0
SHEIN Press Buttoned Zip Up Hooded Puffer Coat,1,0
SHEIN Plus Contrast Lace lantern Sleeve Nightgown,1,0
SHEIN Mock Neck Shirred Waist Pleated Dress,1,0
SHEIN Maternity Slogan Graphic High Neck Tee,1,0
SHEIN Maternity Drop Shoulder Zip Up Drawstring Hoodie,1,0
SHEIN Lantern Sleeve Lace Up Flare Hem Shirt Dress,1,0
SHEIN Lace Trim Strappy Detail Mesh Nightdress,1,0
SHEIN Lace Detail High Low Puff Sleeve Dress Without Belt,1,0
SHEIN High Waist Wide Leg Pants,1,0
SHEIN High Waist Plicated Wide Leg Pants,1,0
SHEIN High Neck Marble Print Bodysuit,1,0
SHEIN Drop Shoulder Solid Zip Up Hoodie,1,0
SHEIN Drop Shoulder Pearls Beaded 2 In 1 Pullover,1,0
Sergio from California,1,0
SEMI ANNUAL SALE,1,0
Select the department you want to search in,1,0
See why this is America’s favorite hat,1,0
sean from Illinois,1,0
Seamless High Stretch Sports Tee,1,0
Seamless Color Block High Waist Sports Leggings,1,0
Say goodbye to multiple devices with this three-in-one vaporizer.,1,0
Save Items from the Web,1,0
Samuel from Utah,1,0
SALE UP TO 70% OFF!,1,0
Sale Up To 70% Off,1,0
Sale Tops,1,0
Sale Swimwear,1,0
Sale Playsuits & Jumpsuits,1,0
Sale Petite,1,0
Sale Loungewear,1,0
Sale Lingerie & Nightwear,1,0
Sale Knitwear,1,0
Sale Dresses,1,0
Sale Denim,1,0
Sale Coats & Jackets,1,0
Sale Clothes,1,0
Sale Bottoms,1,0
Sale Accessories,1,0
SALE & OFFERS,1,0
Richardson Hat Deal,1,0
Recycled Muscle Long Sleeve Half Zip Polo,1,0
Recommendations for You,1,0
Receive and approve logo proof via email within 2-3 business days.,1,0
real reviews from real customers like you!,1,0
Real Food,1,0
Ready in one hour,1,0
Questions about this item? Ask here.,1,0
Price: Low to High,1,0
price: low to high,1,0
Price: High to Low,1,0
price: high to low,1,0
"Price, low to high",1,0
"Price, high to low",1,0
Price Low to High,1,0
Price High to Low,1,0
Price (Low to High),1,0
Price (High to Low),1,0
Port Authority Ranger 3-in-1 Jacket,1,0
Popup content ends,1,0
Popular Vapes,1,0
popular times,1,0
Popular Bongs,1,0
Plus New In,1,0
Plus Limited Edition Heart Back Print Sweat,1,0
Plus Floral Lace Scallop Trim Teddy Bodysuit,1,0
Plus Contrast Lace Teddy Bodysuit,1,0
Please enter a star rating for this review,1,0
Plain High Cut Bikini Swimsuit,1,0
Phew - all saved to your account.  Thanks for saving your wishlist!,1,0
petites sale,1,0
per page,1,0
Pay Your Bill at Citibank,1,0
paul from Massachusetts,1,0
"Pass it on, trade it in,",1,0
Pack It All Up,1,0
Oversized Zip Arm Pocket Zip Neck Hoodie,1,0
Oversized Limited Graphic Overdyed T-shirt,1,0
Oversized Extended Neck Worldwide T-shirt,1,0
Over 18 inches,1,0
Our customer service team is happy to help! Get in touch via:,1,0
"on orders over 29,00€",1,0
ON ALL ORDERS OVER £35,1,0
Ok cool.  Close this.,1,0
OH HEY!  Get yourself 10% off the first order!,1,0
OFFER VALID FOR FIRST TIME SUBSCRIBERS ONLY,1,0
Offer applies to first-time registrants,1,0
Offer applies at,1,0
"No outfit is complete without the right monogrammed accessories. Our customizable hats, keychains, beach towels, phone cases, and drinkware allow your own personal touch to all your favorite accessories.",1,0
Newest In,1,0
New Users Only,1,0
new sale styles,1,0
New In View All,1,0
New In Trousers,1,0
New In Tops,1,0
New In Sweatshirts,1,0
New In Sweaters,1,0
New In Suits,1,0
NEW IN STATIONERY,1,0
New In Sleepwear,1,0
New In Shoes & Boots,1,0
NEW IN SHOES,1,0
New In Shirts,1,0
New in Sale,1,0
NEW IN PETS,1,0
NEW IN PERSONAL CARE,1,0
NEW IN MATERNITY CLOTHING,1,0
New In Loungewear,1,0
New In Lingerie & Loungewear,1,0
NEW IN LINGERIE & LOUNGEWEAR,1,0
New In Lingerie,1,0
New In Jumpers & Cardigans,1,0
NEW IN JEWELRY,1,0
New In Jeans,1,0
NEW IN HOME,1,0
NEW IN ELECTRONICS,1,0
New In Dresses,1,0
New In Denim,1,0
New In Coats & Jackets,1,0
NEW IN CLOTHING,1,0
New In Clothing,1,0
New In Bottoms,1,0
New In Blouses,1,0
NEW IN BEAUTY TOOLS,1,0
NEW IN BEAUTY,1,0
NEW IN BEACHWEAR,1,0
NEW IN BAGS,1,0
NEW IN ACTIVEWEAR,1,0
New In Accessories �?,1,0
NEW IN ACCESSORIES,1,0
New In,1,0
NEW IN,1,0
new in,1,0
New Customers,1,0
New Customer Offer,1,0
Need it Faster?,1,0
Nathaniel from Indiana,1,0
Nancy from Connecticut,1,0
MΛN New In,1,0
Mya from California,1,0
"MSI GeForce GT 710 2GD3H LP Graphics Card '2GB DDR3, 954MHz, Low Profile, Low Consumption, VGA, DVI-D, HDMI, HTPC, Silent Passive Fanless Cooling System'",1,0
"MSI GeForce GT 710 1GD3H LP Graphics Card '1GB DDR3, 954MHz, Low Profile, Low Consumption, VGA, DVI-D, HDMI, HTPC, Silent Passive Fanless Cooling System'",1,0
MOTF Premium new in,1,0
Most Popular,1,0
More                                exclusive offers Only in EUR,1,0
"Monday, Nov 22",1,0
"Monday, Nov 15",1,0
Miguel from Puerto Rico,1,0
Michele from California,1,0
Men's Suits Sale,1,0
Men's Shirts Sale,1,0
men's sale,1,0
Men's New In Clothing,1,0
Men's Jeans sale,1,0
Men's jackets & coats sale,1,0
Megan from Florida,1,0
"Marleylilly is an e-commerce monogramming and personalized gift boutique. Established in 2010 and based in Greenville County, South Carolina, Marleylilly’s product line features monogrammed and personalized clothing, gifts, accessories, and jewelry.",1,0
Mark from California,1,0
Manually enter in a birthdate instead,1,0
Low Cost Dual Use Vaporizer,1,0
Looks like you are visiting us from,1,0
Long Sleeved Oversized Zip Arm Pocket T-shirt,1,0
Log in,1,0
Limited Edition ($19.99):,1,0
Limited Edition,1,0
Lawrence from California,1,0
Lauren from Ohio,1,0
Last Sizes,1,0
Lace Up Backless Split Hem Cami Dress,1,0
Lace Panel Flounce Sleeve Dress Without Belt,1,0
Knee High Boots,1,0
Kim from Florida,1,0
Ken from Missouri,1,0
Keith from California,1,0
keenan  from Indiana,1,0
Josh from Missouri,1,0
joey from Texas,1,0
Joel from California,1,0
Jillian from Maryland,1,0
JESSICA from Ohio,1,0
items in row,1,0
item in row,1,0
"It's free, easy, and you can unsubscribe at anytime.",1,0
It's empty!,1,0
It seems you already have an account created via another Social Network or directly with your email and password.,1,0
"is a small passionate team (based in Savannah, GA) dedicated to helping you find premium",1,0
Iosif from Washington,1,0
Invest in High Tide,1,0
inside-cut 18.8mm > 14.5mm slitted diffuser downstem,1,0
In store: With invoice and card used for purchase,1,0
"In stock on November 13, 2021.",1,0
in Graphics Cards,1,0
Images only,1,0
"If you’re looking for the perfect monogrammed jewelry to let your personality shine through, shop Marleylilly’s customizable necklaces, rings, bracelets, and earrings to match literally everything you own.",1,0
"If you're looking for a discreet, reliable, and multi-purpose vaporizer at a great price, the?Pulsar Shift is the unit for you.",1,0
"If you disable all cookies, we will only use the strictly necessary cookies. Select “Cookie Settings” for more information and to manage your options. At any time, you can withdraw your consent to store cookie. For further information, please read our",1,0
"If you break this product, your next one is 50% off!",1,0
I got this jacket on a really good sale a few months ago and i am ecstatic with this. Easy to wash and the embroidery doesn't get damaged like you might expect.,1,0
I got this as a gift for my hubby & we both love it. It hits smooth and the glass is nice and thick. Highly recommend it & thank you smoke cartel staff for getting it out quickly!,1,0
HOT DEAL🔥,1,0
High Waist,1,0
High Stretch Sports Shorts,1,0
High Cut,1,0
"Hello, Sign in",1,0
Have a question?,1,0
"Hat Hair, Don't Care",1,0
"Hassle free, we make it simple",1,0
Grey Lace-Up Canvas Trainers,1,0
Grey All Over Floral Print T-shirt,1,0
Grayson from Massachusetts,1,0
"Graphics Card, 128Bit 4GB DDR5 1250MHz Automatic Recognition Gaming Graphics Card PCI Express 2.0 Slot 640 Stream Processor Unit Low Noise Portable Supports Online Download Video Card for Desktop",1,0
Glasscity Limited Edition Cobalt Blue Beaker Ice Bong,1,0
give it a second life,1,0
Gifts for her,1,0
"Get your #hustlergangstyle tips! Hot deals, exclusive offers and fashion inspo are almost in your pocket 😉",1,0
Get This Deal!,1,0
Get 5% Off your order by joining our Mailing list,1,0
Get 10% Off All E-Rigs,1,0
geoffrey from Illinois,1,0
from Drop Down,1,0
"From celebrating a bride’s new last name to welcoming a little one into the family, customizable monogrammed gifts are the perfect way to show your loved ones how much you care!",1,0
From $49.99 - $59.99,1,0
Free UK Standard Delivery over £60,1,0
Free extended christmas returns,1,0
FREE Delivery on orders over £10 for books or over £20 for other categories shipped by Amazon,1,0
"FREE DELIVERY IN UK, EUROPE & N. AMERICA",1,0
"For Order Over 75,00€",1,0
"For Order Over 45,00€",1,0
"For Order Over 115,00€",1,0
for more everyday style this season.,1,0
For Men,1,0
for Live Human Support,1,0
For an Exclusive 10% Off,1,0
Flash Sale,1,0
First Test Run,1,0
First test excellent. Will no doubt be running more tests in the not too distant future.,1,0
Extra 7% off,1,0
EXTRA 15% OFF EVERYTHING!*,1,0
Extra 10% off,1,0
Ethan from South Carolina,1,0
Erica from South Carolina,1,0
Enter your mobile phone number,1,0
Enter your email and we’ll send you a coupon code plus notify you any time we have sales and promotions in the future!,1,0
elliot from Nevada,1,0
Eligible for free delivery,1,0
"Easily worth $300, this was an incredible buy.",1,0
Dustin from Washington,1,0
"Durable in design and sleek in style, the G Pen Pro has been upgraded from its predecessor-it sports a modern, sleek shape with a LED temperature display.",1,0
Download the app to get an exclusive 60% OFF Everything*,1,0
Download the app for an exclusive 60% OFF Everything*,1,0
Doug from Illinois,1,0
Double Pocket Seam Detail Fake Button High Low Sweater,1,0
Don’t wait until,1,0
"Don't lose your liked products - register an account and access your wishlist and cart across devices.  It's free, fast, and easy!",1,0
Do Not Sell My Personal Information,1,0
Discover Your Style,1,0
"Discover some truly seasonal steals in the Burton sale. You'll get the look you're after for less, but be quick, most stuff won't be sticking around for long so head to the checkout to avoid disappoin",1,0
DISCOUNT AUTOMATICALLY APPLIED AT CHECKOUT,1,0
Discount & Promo Codes,1,0
Disclaimer: Offer valid for new customers only. Cannot be combined with any other offer.,1,0
Did you find this helpful?,1,0
DAZY High Waist Straight Leg Jeans,1,0
Daily High Club,1,0
Cyber Monday sale,1,0
Coupon Code:,1,0
COPYRIGHT © 2021 BURTON.CO.UK LTD. ALL RIGHTS RESERVED,1,0
Contrast Lace Bishop Sleeve Velvet Dress,1,0
Contrast Guipure Lace Puff Sleeve Single Breasted Dress,1,0
Complete Your Set,1,0
Color Block Zip Up Cardigan,1,0
Collin  from Pennsylvania,1,0
Click here if it's taking too long.,1,0
Chase from North Carolina,1,0
Charles from Florida,1,0
Catherine from Arizona,1,0
By signing up you are agreeing to receive marketing communications from us. For more information please see our,1,0
Butterfly Sleeve Ruffle High Low Hem Dress,1,0
Brittaney from Florida,1,0
Brayden from Alabama,1,0
Bethany from Indiana,1,0
Best-Selling Monograms,1,0
Best Selling,1,0
Best selling,1,0
BACK IN STOCK,1,0
Back In Stock,1,0
As you were browsing something about your browser made us think you were a bot. There are a few reasons this might happen:,1,0
As Low As:,1,0
As Low As,1,0
Apply Your Logo For Free,1,0
Answer it,1,0
Andrew from Connecticut,1,0
Amazon Second Chance,1,0
All EU Tax & Duties will be paid for by boohooMAN,1,0
"After viewing product detail pages, look here to find an easy way to navigate back to pages you are interested in.",1,0
Added to Likes!,1,0
Active New In,1,0
Activate to launch comment card,1,0
Above 60%,1,0
"A third-party browser plugin, such as Ghostery or NoScript, is preventing JavaScript from running. Additional information is available in this",1,0
A High Tide Inc. Company,1,0
7% voucher applied at checkout,1,0
60% off,1,0
60% OFF,1,0
57 items,1,0
53 Items,1,0
50% Off Logo Setup,1,0
50% OFF Everything*,1,0
50% OFF EVERYTHING*,1,0
50% OFF EVERYTHING!*,1,0
50% OFF EVERYTHING!,1,0
50% OFF,1,0
"5 Days,",1,0
40% - 60%,1,0
30% OFF SUITS & SHOES!,1,0
30% Off Suits,1,0
30% Off Shoes,1,0
"30% OFF ALL COATS, KNITS & BOOTS!",1,0
"30% Off All Coats, Knits & Boots",1,0
"200,000+ Customers",1,0
20% OFF,1,0
15% off your purchase.,1,0
15% off,1,0
15% OFF,1,0
15 Seconds,1,0
12 to 18 inches,1,0
10% voucher applied at checkout,1,0
10% off,1,0
10% OFF,1,0
1 customers,1,0
08/11/2021 03:00 ~ 15/11/2021 15:59,1,0
0 SOLD,0,1
£4 flat rate for orders under £35,1,0
£200 to £500,1,0
£15 to £50,1,0
$200 to $300,1,0
$20 OFF DUCK BOOTS,1,0
©2009-2021 SHEIN All Rights Reserved,1,0
© 2021 Marleylilly. All-Rights Reserved,1,0
& Customize During Checkout,1,0
"*Extra 15% discount is for new subscribers only. By subscribing, you agree to receive marketing communications from Burton by email. You can unsubscribe at any point.",1,0
(Others charge $35-$59 on orders of less than 12 pieces),1,0
(8% off),1,0
(77% OFF),1,0
(75% OFF),1,0
(71% OFF),1,0
(69% OFF),1,0
(68% OFF),1,0
(67% OFF),1,0
(66% OFF),1,0
(65% OFF),1,0
(64% OFF),1,0
(62% OFF),1,0
(60% OFF),1,0
(58% OFF),1,0
(57% OFF),1,0
(56% OFF),1,0
(50% OFF),1,0
(43% OFF),1,0
(40% OFF),1,0
(33% OFF),1,0
(30% OFF),1,0
"""It��s for both dabs and flowers and I can��t call it 100% cough free but I definitely don��t feel like I��m gonna have any more coughing fits like in the past this definitely calms the cough! """,1,0
"""I've never tried one before, so my husband and my son told me that it's easy and bought me this. But I love it:sparkling_heart: Thank you:+1:""",1,0
-60% off,1,0
-50% off,1,0
