content,Classification,prediction
"Shop now, pay later!",1,0
"Shipping, taxes, and discount codes calculated at checkout.",1,0
SHEIN Lantern Sleeve Lace Up Flare Hem Shirt Dress,1,0
SHEIN Lace Detail High Low Puff Sleeve Dress Without Belt,1,0
Select the department you want to search in,1,0
See terms for the discount here,1,0
Say goodbye to multiple devices with this three-in-one vaporizer.,1,0
Save Items from the Web,1,0
SALE UP TO 70% OFF!,1,0
Sale Up To 70% Off,1,0
Receive and approve logo proof via email within 2-3 business days.,1,0
real reviews from real customers like you!,1,0
Ready in one hour,1,0
Products You May Like,1,0
Please enter a valid email,1,0
Phew - all saved to your account.  Thanks for saving your wishlist!,1,0
Pay Your Bill at Citibank,1,0
Out of Stock,1,0
Our customer service team is happy to help! Get in touch via:,1,0
On your first order of 6+ items,1,0
"on all of the tech you love, including some of the latest and most popular tech on the market.",1,0
OH HEY!  Get yourself 10% off the first order!,1,0
OFFER VALID FOR FIRST TIME SUBSCRIBERS ONLY,1,0
Offer applies to first-time registrants,1,0
"Not sure where to start? No worries, our staff picks have you covered. Carefully curated top picks from our staff await, backed by tons of verified user reviews. Your next favorite piece awaits!",1,0
No thanks. I'll shop without cookies.,1,0
"NO STRESS, WE'VE GOT YOU COVERED",1,0
NO SMALL ORDER/RUN FEES,1,0
No Minimum Order,1,0
New in Sale,1,0
"Never miss a deal, sign up now. 💌",1,0
More                                exclusive offers Only in EUR,1,0
Looks like you’re not from Europe. You can change the currency below:,1,0
Looks like you are visiting us from,1,0
Let them decide!  Send a friend or loved one a digital gift card to use at Smoke Cartel.,1,0
Let me choose the cookies I want.,1,0
"It's free, easy, and you can unsubscribe at anytime.",1,0
It seems you already have an account created via another Social Network or directly with your email and password.,1,0
Include Out of Stock,1,0
"In-store pricing may vary. Prices and offers are subject to change. © 2021 Best Buy. All rights reserved. BEST BUY, the BEST BUY logo, the tag design, and MY BEST BUY are trademarks of Best Buy and its affiliated companies.",1,0
"In stock on November 13, 2021.",1,0
"If you’re looking for the perfect monogrammed jewelry to let your personality shine through, shop Marleylilly’s customizable necklaces, rings, bracelets, and earrings to match literally everything you own.",1,0
"If you're looking for a discreet, reliable, and multi-purpose vaporizer at a great price, the?Pulsar Shift is the unit for you.",1,0
"If you disable all cookies, we will only use the strictly necessary cookies. Select “Cookie Settings” for more information and to manage your options. At any time, you can withdraw your consent to store cookie. For further information, please read our",1,0
"If you break this product, your next one is 50% off!",1,0
"If you agree, we’ll also use cookies to complement your shopping experience across the Amazon stores as described in our",1,0
I've taken them for 6 months and love the results ❤️,1,0
I got this jacket on a really good sale a few months ago and i am ecstatic with this. Easy to wash and the embroidery doesn't get damaged like you might expect.,1,0
I got this as a gift for my hubby & we both love it. It hits smooth and the glass is nice and thick. Highly recommend it & thank you smoke cartel staff for getting it out quickly!,1,0
Glasscity Limited Edition Cobalt Blue Beaker Ice Bong,1,0
"Get your #hustlergangstyle tips! Hot deals, exclusive offers and fashion inspo are almost in your pocket 😉",1,0
Get This Deal!,1,0
Get the Deal of the Day delivered to you.,1,0
"Get on the list to receive exclusive offers, fashion inspo and a 10% sign-up discount!",1,0
GET EXCLUSIVE OFFERS AND UPDATES,1,0
Get Exclusive Offers & Updates,1,0
Get 5% Off your order by joining our Mailing list,1,0
Get 5% Off Now by Subscribing,1,0
"From celebrating a bride’s new last name to welcoming a little one into the family, customizable monogrammed gifts are the perfect way to show your loved ones how much you care!",1,0
FREE on orders of £35 or more*,1,0
FREE Delivery on your first order shipped by Amazon,1,0
FREE Delivery on orders over £10 for books or over £20 for other categories shipped by Amazon,1,0
"For everything from cosmetics to coolers, Marleylilly has you covered with customizable bags of all shapes and sizes. Flaunt a new monogrammed tote or travel bag for your next big trip with the gals!",1,0
For an Exclusive 10% Off,1,0
First test excellent. Will no doubt be running more tests in the not too distant future.,1,0
EXTRA 15% OFF EVERYTHING!*,1,0
Exclusive product savings for members.,1,0
Enter your email and we’ll send you a coupon code plus notify you any time we have sales and promotions in the future!,1,0
Enter your email address,1,0
Enter your email,1,0
"During the Customization Process, Please do the following:",1,0
Download the app to get an exclusive 60% OFF Everything*,1,0
Download the app for an exclusive 60% OFF Everything*,1,0
Don’t wait until,1,0
"Don't miss out on new products, sales, discounts & deals.",1,0
"Don't lose your liked products - register an account and access your wishlist and cart across devices.  It's free, fast, and easy!",1,0
Do not fear breaking your glass!,1,0
"Discover some truly seasonal steals in the Burton sale. You'll get the look you're after for less, but be quick, most stuff won't be sticking around for long so head to the checkout to avoid disappoin",1,0
DISCOUNT AUTOMATICALLY APPLIED AT CHECKOUT,1,0
Disclaimer: Offer valid for new customers only. Cannot be combined with any other offer.,1,0
Did you want to merge your other carts?,1,0
Did you find this helpful?,1,0
Click here if it's taking too long.,1,0
"By signing up, you agree to our",1,0
"By signing up, you agree to",1,0
By signing up you are agreeing to receive marketing communications from us. For more information please see our,1,0
By mail: Use the pre-paid Royal Mail or Collect + shipping label included in your package,1,0
By mail: Use the pre-paid Royal Mail or Collect + shipping label        included in your package,1,0
"By clicking the SUBSCRIBE button, you are agreeing to our",1,0
"By clicking “Accept All Cookies”, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts.",1,0
Buy Now for $70.00,1,0
Buy 2 Get 50% Off,1,0
BACK IN STOCK,1,0
Back In Stock,1,0
As you were browsing something about your browser made us think you were a bot. There are a few reasons this might happen:,1,0
Apply Your Logo For Free,1,0
"and you consent to us sending you marketing by email and on social media related to our range of products, items on your wish list/shopping cart and marketing initiatives. You can withdraw your consent at any time.",1,0
"and featured on Forbes, Leafly and Weedmaps, we are dedicated to bringing quality accessories to satisfied customers! We are available anywhere, 24 hours a day, with the best smoking gear available.",1,0
"Although these amazing deals rotate every day, we always have more than one sale a day going on. We even have sales on whole categories of products and deals tailored for a particular audience, such as",1,0
All EU Tax & Duties will be paid for by boohooMAN,1,0
"After viewing product detail pages, look here to find an easy way to navigate back to pages you are interested in.",1,0
"After completing the CAPTCHA below, you will immediately regain access to the site again.",1,0
Add our GlassGuard warranty program on eligible items and we'll insure this purchase.,1,0
"A third-party browser plugin, such as Ghostery or NoScript, is preventing JavaScript from running. Additional information is available in this",1,0
7% voucher applied at checkout,1,0
50% OFF Everything*,1,0
50% OFF EVERYTHING*,1,0
50% OFF EVERYTHING!*,1,0
50% OFF EVERYTHING!,1,0
15% off your purchase.,1,0
10% voucher applied at checkout,1,0
08/11/2021 03:00 ~ 15/11/2021 15:59,1,0
0 SOLD,0,1
*Valid on items marked “Black Friday Prices Guaranteed” and for Best Buy Totaltech™ and My Best Buy® members only. See sale page for full details.,1,0
"*Extra 15% discount is for new subscribers only. By subscribing, you agree to receive marketing communications from Burton by email. You can unsubscribe at any point.",1,0
(Your email will not be displayed),1,0
(Others charge $35-$59 on orders of less than 12 pieces),1,0
"""The picture featured was green, blue, and white. They sent it to me in red, white, and blue. A color combination that I did not want.""",1,0
"""It��s for both dabs and flowers and I can��t call it 100% cough free but I definitely don��t feel like I��m gonna have any more coughing fits like in the past this definitely calms the cough! """,1,0
"""I've never tried one before, so my husband and my son told me that it's easy and bought me this. But I love it:sparkling_heart: Thank you:+1:""",1,0
"""Got the 35mm banger kit and although the heater itself is great the banger looks very fragile, the stem looks thinner than usual. Other than that no complaints!""",1,0
