content,Classification,prediction
Paul viewed this items in the last five hours,0,0
3 people watched this items in the last five hours,0,0
Twenty people watched this items in the last five hours,0,0
John watched this items in the last five hours,0,0
Paul watched this items in the last five hours,0,0
3 people viewed this in the last five hours,0,0
Twenty people viewed this in the last five hours,0,0
John viewed this in the last five hours,0,0
Paul viewed this in the last five hours,0,0
3 people watched this in the last five hours,0,0
Twenty people watched this in the last five hours,0,0
John watched this in the last five hours,0,0
Paul watched this in the last five hours,0,0
3 people viewed this product in the last five hours,0,0
Twenty people viewed this product in the last five hours,0,0
John viewed this product in the last five hours,0,0
Paul viewed this product in the last five hours,0,0
3 people watched this product in the last five hours,0,0
Twenty people watched this product in the last five hours,0,0
John watched this product in the last five hours,0,0
Paul watched this product in the last five hours,0,0
3 people viewed this keyboard in the last five hours,0,0
Twenty people viewed this keyboard in the last five hours,0,0
John viewed this keyboard in the last five hours,0,0
Paul viewed this keyboard in the last five hours,0,0
3 people watched this keyboard in the last five hours,0,0
Twenty people watched this keyboard in the last five hours,0,0
John watched this keyboard in the last five hours,0,0
Paul watched this keyboard in the last five hours,0,0
3 people viewed this 22’’ television in the last five hours,0,0
Twenty people viewed this 22’’ television in the last five hours,0,0
John viewed this 22’’ television in the last five hours,0,0
Paul viewed this 22’’ television in the last five hours,0,0
3 people watched this 22’’ television in the last five hours,0,0
Twenty people watched this 22’’ television in the last five hours,0,0
John watched this 22’’ television in the last five hours,0,0
Paul watched this 22’’ television in the last five hours,0,0
3 people viewed this items 10 minutes ago,0,0
Twenty people viewed this items 10 minutes ago,0,0
John viewed this items 10 minutes ago,0,0
Paul viewed this items 10 minutes ago,0,0
3 people watched this items 10 minutes ago,0,0
Twenty people watched this items 10 minutes ago,0,0
John watched this items 10 minutes ago,0,0
Paul watched this items 10 minutes ago,0,0
3 people viewed this 10 minutes ago,0,0
Twenty people viewed this 10 minutes ago,0,0
John viewed this 10 minutes ago,0,0
Paul viewed this 10 minutes ago,0,0
3 people watched this 10 minutes ago,0,0
Twenty people watched this 10 minutes ago,0,0
John watched this 10 minutes ago,0,0
Paul watched this 10 minutes ago,0,0
3 people viewed this product 10 minutes ago,0,0
Twenty people viewed this product 10 minutes ago,0,0
John viewed this product 10 minutes ago,0,0
Paul viewed this product 10 minutes ago,0,0
3 people watched this product 10 minutes ago,0,0
Twenty people watched this product 10 minutes ago,0,0
John watched this product 10 minutes ago,0,0
Paul watched this product 10 minutes ago,0,0
3 people viewed this keyboard 10 minutes ago,0,0
Twenty people viewed this keyboard 10 minutes ago,0,0
John viewed this keyboard 10 minutes ago,0,0
Paul viewed this keyboard 10 minutes ago,0,0
3 people watched this keyboard 10 minutes ago,0,0
Twenty people watched this keyboard 10 minutes ago,0,0
John watched this keyboard 10 minutes ago,0,0
Paul watched this keyboard 10 minutes ago,0,0
3 people viewed this 22’’ television 10 minutes ago,0,0
Twenty people viewed this 22’’ television 10 minutes ago,0,0
John viewed this 22’’ television 10 minutes ago,0,0
Paul viewed this 22’’ television 10 minutes ago,0,0
3 people watched this 22’’ television 10 minutes ago,0,0
Twenty people watched this 22’’ television 10 minutes ago,0,0
John watched this 22’’ television 10 minutes ago,0,0
Paul watched this 22’’ television 10 minutes ago,0,0
3 people viewed this items just now,0,0
Twenty people viewed this items just now,0,0
John viewed this items just now,0,0
Paul viewed this items just now,0,0
3 people watched this items just now,0,0
Twenty people watched this items just now,0,0
John watched this items just now,0,0
Paul watched this items just now,0,0
3 people viewed this just now,0,0
Twenty people viewed this just now,0,0
John viewed this just now,0,0
Paul viewed this just now,0,0
3 people watched this just now,0,0
Twenty people watched this just now,0,0
John watched this just now,0,0
Paul watched this just now,0,0
3 people viewed this product just now,0,0
Twenty people viewed this product just now,0,0
John viewed this product just now,0,0
Paul viewed this product just now,0,0
3 people watched this product just now,0,0
Twenty people watched this product just now,0,0
John watched this product just now,0,0
Paul watched this product just now,0,0
3 people viewed this keyboard just now,0,0
Twenty people viewed this keyboard just now,0,0
John viewed this keyboard just now,0,0
Paul viewed this keyboard just now,0,0
3 people watched this keyboard just now,0,0
Twenty people watched this keyboard just now,0,0
John watched this keyboard just now,0,0
Paul watched this keyboard just now,0,0
3 people viewed this 22’’ television just now,0,0
Twenty people viewed this 22’’ television just now,0,0
John viewed this 22’’ television just now,0,0
Paul viewed this 22’’ television just now,0,0
3 people watched this 22’’ television just now,0,0
Twenty people watched this 22’’ television just now,0,0
John watched this 22’’ television just now,0,0
Paul watched this 22’’ television just now,0,0
11 people are viewing this,0,0
Twenty-two people are viewing this,0,0
11 people are currently viewing this,0,0
Twenty-two people are currently viewing this,0,0
11 people are watching this,0,0
Twenty-two people are watching this,0,0
11 people are currently watching this,0,0
Twenty-two people are currently watching this,0,0
11 people are viewing this item,0,0
Twenty-two people are viewing this item,0,0
11 people are currently viewing this item,0,0
Twenty-two people are currently viewing this item,0,0
11 people are watching this item,0,0
Twenty-two people are watching this item,0,0
11 people are currently watching this item,0,0
Twenty-two people are currently watching this item,0,0
11 people are viewing this product,0,0
Twenty-two people are viewing this product,0,0
11 people are currently viewing this product,0,0
Twenty-two people are currently viewing this product,0,0
11 people are watching this product,0,0
Twenty-two people are watching this product,0,0
11 people are currently watching this product,0,0
Twenty-two people are currently watching this product,0,0
11 people are viewing this keyboard,0,0
Twenty-two people are viewing this keyboard ,0,0
11 people are currently viewing this keyboard,0,0
Twenty-two people are currently viewing this keyboard ,0,0
11 people are watching this keyboard,0,0
Twenty-two people are watching this keyboard ,0,0
11 people are currently watching this keyboard,0,0
Twenty-two people are currently watching this keyboard ,0,0
11 people are viewing this 32’’ Monitor,0,0
Twenty-two people are viewing this 32’’ Monitor,0,0
11 people are currently viewing this 32’’ Monitor,0,0
Twenty-two people are currently viewing this 32’’ Monitor,0,0
11 people are watching this 32’’ Monitor,0,0
Twenty-two people are watching this 32’’ Monitor,0,0
11 people are currently watching this 32’’ Monitor,0,0
Twenty-two people are currently watching this 32’’ Monitor,0,0
36 watchers are on this page now,0,0
Jordan gives a like 2 mins ago,0,0
Item is selling fast ,0,0
This item is selling fast ,0,0
The product is selling fast ,0,0
Item is in high demand ,0,0
This item is in high demand ,0,0
The product is in high demand ,0,0
Item is selling fast this month,0,0
This item is selling fast this month,0,0
The product is selling fast this month,0,0
Item is in high demand this month,0,0
This item is in high demand this month,0,0
The product is in high demand this month,0,0
Item is selling fast in the last 2 days,0,0
This item is selling fast in the last 2 days,0,0
The product is selling fast in the last 2 days,0,0
Item is in high demand in the last 2 days,0,0
This item is in high demand in the last 2 days,0,0
The product is in high demand in the last 2 days,0,0
Item is selling fast in the last two weeks ,0,0
This item is selling fast in the last two weeks ,0,0
The product is selling fast in the last two weeks ,0,0
Item is in high demand in the last two weeks ,0,0
This item is in high demand in the last two weeks ,0,0
The product is in high demand in the last two weeks ,0,0
 ends soon,0,0
Item ends soon,0,0
Deal ends soon,0,0
This item ends soon,0,0
Sale ends soon,0,0
 only available for a limited time,0,0
Item only available for a limited time,0,0
Deal only available for a limited time,0,0
This item only available for a limited time,0,0
Sale only available for a limited time,0,0
ends in 06:35:25,0,0
Item ends in 06:35:25,0,0
Deal ends in 06:35:25,0,0
This item ends in 06:35:25,0,0
finishes in 06:35:25,0,0
Item finishes in 06:35:25,0,0
Deal finishes in 06:35:25,0,0
This item finishes in 06:35:25,0,0
ends in 2 days,0,0
Item ends in 2 days,0,0
Deal ends in 2 days,0,0
This item ends in 2 days,0,0
finishes in 2 days,0,0
Item finishes in 2 days,0,0
Deal finishes in 2 days,0,0
This item finishes in 2 days,0,0
 ends in ten hours,0,0
Item ends in ten hours,0,0
Deal ends in ten hours,0,0
This item ends in ten hours,0,0
 finishes in ten hours,0,0
Item finishes in ten hours,0,0
Deal finishes in ten hours,0,0
This item finishes in ten hours,0,0
Your Subscribe & Save Items,1,0
Your review was sent successfully and is now waiting for our staff to publish it.,1,0
Your recently viewed items and featured recommendations,1,0
Your price for this item is $,1,0
your logo at checkout,1,0
"Your cookies are disabled. To experience the full world of SFRA, please enable these or check whether another program isblocking them. By enabling them, you are agreeing to our",1,0
Your cart is currently empty.,1,0
Your bag is empty. Let’s do something about that.,1,0
You’re seeing this ad based on the product’s relevance to your search query.,1,0
You've disabled JavaScript in your web browser.,1,0
You've disabled cookies in your web browser.,1,0
You'll now receive emails from Gap. Check your inbox for your exclusive welcome offer. ​,1,0
You successfully added these products to Board !,1,0
You must login before you make a recurring purchase.,1,0
You must be 21 years or older to shop.,1,0
You must be 21 years or older to browse this website and purchase products.,1,0
You can access it anytime on your likes page.,1,0
You are using an unsupported browser or your browser might be in the Compatibility View mode,1,0
"With monogrammed rain jackets and coverups, you can sport your own personal touch rain or shine. Get cozy at night in your personalized pajamas and step out in style in any of our monogrammed tops or dresses.",1,0
"Whether you’re making a splash in your new embroidered duck boots or sinking your toes in the sand in a pair of chic monogrammed sandals, you never have to leave your house without sporting your initials again!",1,0
"Whether you’re a Best Buy Totaltech™ member or thinking of joining, here are today’s featured discounts.",1,0
Where every day is a one-day sale.,1,0
"When you shop the Best Buy Deal of the Day, or sign up for our daily e-mails, you'll find fantastic prices on tech from every corner of our site. For example, if you're shopping for",1,0
What can we do for you?,1,0
We'll start sewing and ship your order in 12-18 business days,1,0
We'll Beat Any Price *,1,0
We value your input. Share your review so everyone else can enjoy it too.,1,0
"We use cookies to provide you with the best possible experience. By continuing to use our site, you agree to our use of cookies. Find out more about",1,0
"We use cookies and similar tools that are necessary to enable you to make purchases, to enhance your shopping experiences and to provide our services, as detailed in our",1,0
"We use cookies and other technologies to enhance site navigation, measure performance and analyze traffic and to deliver various marketing services. If you click “Accept Cookies” you accept this use and agree that we share information with our",1,0
We offer upgraded shipping options at checkout.,1,0
"We detected that you may have open carts on other devices, did you want to merge items from those?",1,0
Want Free Shipping?!,1,0
UP TO 80% OFF,1,0
UP TO 70% OFF SALE!,1,0
Up to 30% off Curated Styles,1,0
UNLOCK EXCLUSIVE OFFERS & DISCOUNTS,1,0
United States,1,0
Today’s featured deals and top tech. Valid through 11/7/21.*,1,0
"To improve your experience, we use cookies to remember log-in details, collect statistics and deliver content tailored to your interests. Click Accept to accept cookies or click Cookie Settings to choose whether to accept certain cookies on the site.",1,0
to help you or someone you know head off to college with the tech they need to succeed.,1,0
to get 5% off your order!,1,0
tment. Browse for essentials in our men's underwear sale as well as every day staples in our men's trousers sale and range of sale t-shirts.,1,0
This piece looks amazing. It was delivered in perfect condition. If your willing to spend this much money it is defiantly worth it.,1,0
These remember your shopping preferences and tailor your experience to you such as your language and region. So get you where you need to be. De-selecting these cookies may make the site less relevant to you.,1,0
These remember your shopping preferences and tailor your experience to you such as your language and region. So get you where                                you need to be. De-selecting these cookies may make the site less relevant to you.,1,0
These cookies enable the website to provide enhanced functionality and personalisation. They may be set by us or by third party providers whose services we have added to our pages. If you do not allow these cookies then some or all of these services may not function properly.,1,0
"These cookies are necessary for the website to function and cannot be switched off in our systems. They are usually only set in response to actions made by you which amount to a request for services, such as setting your privacy preferences, logging in or filling in forms.",1,0
These are your special gifts,1,0
There's no competition with quality and pricing this good,1,0
There really isn��t anything I can say that hasn��t already been said. If somebody said it was 300.00 I would say it��s a good buy.   At 149.00 it��s almost like stealing,1,0
The page you selected cannot handle the problems of existing orders. Do you want to continue?,1,0
"The double tree perc I bought is now my life partner. It is perfect, wouldn't change a thing. Saving this website for any future needs ?",1,0
"Thanks for joining us - as a courtesy, use",1,0
Thank you for your question.,1,0
Thank you for your answer.,1,0
Thank you for submitting your review.,1,0
"Texts are automated and consent is optional, not a condition of purchase. Message and data rates may apply.",1,0
Tax included and shipping calculated at checkout,1,0
Subscribe to exclusive offers and the inside info. Your promo code will be sent by email ASAP.,1,0
Step 2: Enter Quantity for Each Size,1,0
"Sorry, we did not find any products that match the selected filters.",1,0
"Sorry, there was a problem saving your cookie preferences. Try again.",1,0
Some people switch from Verizon to T-Mobile.?But one of the most rewarding switches is going from dry herb to concentrates.,1,0
Some functionality will be limited.,1,0
Sign up to receive emails and get 15% off* your next regular-priced purchase.,1,0
Sign up to receive emails and get,1,0
Sign in to receive the vouchers below,1,0
"Shop now, pay later!",1,0
"Shipping, taxes, and discount codes calculated at checkout.",1,0
SHEIN Lantern Sleeve Lace Up Flare Hem Shirt Dress,1,0
SHEIN Lace Detail High Low Puff Sleeve Dress Without Belt,1,0
Select the department you want to search in,1,0
See terms for the discount here,1,0
See Deal of the Day FAQs.,1,0
Say goodbye to multiple devices with this three-in-one vaporizer.,1,0
Save Items from the Web,1,0
SALE UP TO 70% OFF!,1,0
Sale Up To 70% Off,1,0
Sale price,1,0
Recently Viewed,1,0
Receive and approve logo proof via email within 2-3 business days.,1,0
real reviews from real customers like you!,1,0
Ready in one hour,1,0
Questions about this item? Ask here.,1,0
Products You May Like,1,0
Please enter a valid email,1,0
Phew - all saved to your account.  Thanks for saving your wishlist!,1,0
Pay Your Bill at Citibank,1,0
Out of Stock,1,0
Our customer service team is happy to help! Get in touch via:,1,0
"Order by 3 p.m., get it by 9 p.m.",1,0
One or more of your answers does not meet the required criteria,1,0
On your first order of 6+ items,1,0
"on all of the tech you love, including some of the latest and most popular tech on the market.",1,0
OH HEY!  Get yourself 10% off the first order!,1,0
OFFER VALID FOR FIRST TIME SUBSCRIBERS ONLY,1,0
Offer applies to first-time registrants,1,0
"Not sure where to start? No worries, our staff picks have you covered. Carefully curated top picks from our staff await, backed by tons of verified user reviews. Your next favorite piece awaits!",1,0
No thanks. I'll shop without cookies.,1,0
"NO STRESS, WE'VE GOT YOU COVERED",1,0
NO SMALL ORDER/RUN FEES,1,0
No Minimum Order,1,0
New in Sale,1,0
"Never miss a deal, sign up now. 💌",1,0
My Best Buy® Credit Card,1,0
More                                exclusive offers Only in EUR,1,0
Manually enter in a birthdate instead,1,0
Low in stock,0,0
Looks like you’re not from Europe. You can change the currency below:,1,0
Looks like you are visiting us from,1,0
Limited stock available.,0,0
Limited quantities. See product detail pages for availability.,0,0
Let them decide!  Send a friend or loved one a digital gift card to use at Smoke Cartel.,1,0
Let me choose the cookies I want.,1,0
Last Chance,0,0
item in row,1,0
"It's free, easy, and you can unsubscribe at anytime.",1,0
It seems you already have an account created via another Social Network or directly with your email and password.,1,0
Include Out of Stock,1,0
"In-store pricing may vary. Prices and offers are subject to change. © 2021 Best Buy. All rights reserved. BEST BUY, the BEST BUY logo, the tag design, and MY BEST BUY are trademarks of Best Buy and its affiliated companies.",1,0
"In stock on November 13, 2021.",1,0
"If you’re looking for the perfect monogrammed jewelry to let your personality shine through, shop Marleylilly’s customizable necklaces, rings, bracelets, and earrings to match literally everything you own.",1,0
"If you're looking for a discreet, reliable, and multi-purpose vaporizer at a great price, the?Pulsar Shift is the unit for you.",1,0
"If you disable all cookies, we will only use the strictly necessary cookies. Select “Cookie Settings” for more information and to manage your options. At any time, you can withdraw your consent to store cookie. For further information, please read our",1,0
"If you break this product, your next one is 50% off!",1,0
"If you agree, we’ll also use cookies to complement your shopping experience across the Amazon stores as described in our",1,0
I've taken them for 6 months and love the results ❤️,1,0
I got this jacket on a really good sale a few months ago and i am ecstatic with this. Easy to wash and the embroidery doesn't get damaged like you might expect.,1,0
I got this as a gift for my hubby & we both love it. It hits smooth and the glass is nice and thick. Highly recommend it & thank you smoke cartel staff for getting it out quickly!,1,0
Glasscity Limited Edition Cobalt Blue Beaker Ice Bong,1,0
"Get your #hustlergangstyle tips! Hot deals, exclusive offers and fashion inspo are almost in your pocket 😉",1,0
Get This Deal!,1,0
Get the Deal of the Day delivered to you.,1,0
"Get on the list to receive exclusive offers, fashion inspo and a 10% sign-up discount!",1,0
GET EXCLUSIVE OFFERS AND UPDATES,1,0
Get Exclusive Offers & Updates,1,0
Get 5% Off your order by joining our Mailing list,1,0
Get 5% Off Now by Subscribing,1,0
Get 10% Off All E-Rigs,1,0
"From celebrating a bride’s new last name to welcoming a little one into the family, customizable monogrammed gifts are the perfect way to show your loved ones how much you care!",1,0
FREE on orders of £35 or more*,1,0
FREE Delivery on your first order shipped by Amazon,1,0
FREE Delivery on orders over £10 for books or over £20 for other categories shipped by Amazon,1,0
"For everything from cosmetics to coolers, Marleylilly has you covered with customizable bags of all shapes and sizes. Flaunt a new monogrammed tote or travel bag for your next big trip with the gals!",1,0
For an Exclusive 10% Off,1,0
Flash Sale,1,0
First test excellent. Will no doubt be running more tests in the not too distant future.,1,0
EXTRA 15% OFF EVERYTHING!*,1,0
Exclusive product savings for members.,1,0
Enter your email and we’ll send you a coupon code plus notify you any time we have sales and promotions in the future!,1,0
Enter your email address,1,0
Enter your email,1,0
Ends in,0,0
"During the Customization Process, Please do the following:",1,0
Download the app to get an exclusive 60% OFF Everything*,1,0
Download the app for an exclusive 60% OFF Everything*,1,0
Don’t wait until,1,0
"Don't miss out on new products, sales, discounts & deals.",1,0
"Don't lose your liked products - register an account and access your wishlist and cart across devices.  It's free, fast, and easy!",1,0
Do not fear breaking your glass!,1,0
"Discover some truly seasonal steals in the Burton sale. You'll get the look you're after for less, but be quick, most stuff won't be sticking around for long so head to the checkout to avoid disappoin",1,0
DISCOUNT AUTOMATICALLY APPLIED AT CHECKOUT,1,0
Disclaimer: Offer valid for new customers only. Cannot be combined with any other offer.,1,0
Did you want to merge your other carts?,1,0
Did you find this helpful?,1,0
Click here if it's taking too long.,1,0
"By signing up, you agree to our",1,0
"By signing up, you agree to",1,0
By signing up you are agreeing to receive marketing communications from us. For more information please see our,1,0
By mail: Use the pre-paid Royal Mail or Collect + shipping label included in your package,1,0
By mail: Use the pre-paid Royal Mail or Collect + shipping label        included in your package,1,0
"By clicking the SUBSCRIBE button, you are agreeing to our",1,0
"By clicking “Accept All Cookies”, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts.",1,0
Buy Now for $70.00,1,0
Buy 2 Get 50% Off,1,0
BACK IN STOCK,1,0
Back In Stock,1,0
As you were browsing something about your browser made us think you were a bot. There are a few reasons this might happen:,1,0
Apply Your Logo For Free,1,0
"and you consent to us sending you marketing by email and on social media related to our range of products, items on your wish list/shopping cart and marketing initiatives. You can withdraw your consent at any time.",1,0
"and featured on Forbes, Leafly and Weedmaps, we are dedicated to bringing quality accessories to satisfied customers! We are available anywhere, 24 hours a day, with the best smoking gear available.",1,0
"Although these amazing deals rotate every day, we always have more than one sale a day going on. We even have sales on whole categories of products and deals tailored for a particular audience, such as",1,0
All EU Tax & Duties will be paid for by boohooMAN,1,0
"After viewing product detail pages, look here to find an easy way to navigate back to pages you are interested in.",1,0
"After completing the CAPTCHA below, you will immediately regain access to the site again.",1,0
Add our GlassGuard warranty program on eligible items and we'll insure this purchase.,1,0
"A third-party browser plugin, such as Ghostery or NoScript, is preventing JavaScript from running. Additional information is available in this",1,0
7% voucher applied at checkout,1,0
50% Off Logo Setup,1,0
50% OFF Everything*,1,0
50% OFF EVERYTHING*,1,0
50% OFF EVERYTHING!*,1,0
50% OFF EVERYTHING!,1,0
15% off your purchase.,1,0
15 Seconds,1,0
10% voucher applied at checkout,1,0
08/11/2021 03:00 ~ 15/11/2021 15:59,1,0
*Valid on items marked “Black Friday Prices Guaranteed” and for Best Buy Totaltech™ and My Best Buy® members only. See sale page for full details.,1,0
"*Extra 15% discount is for new subscribers only. By subscribing, you agree to receive marketing communications from Burton by email. You can unsubscribe at any point.",1,0
(Your email will not be displayed),1,0
(Others charge $35-$59 on orders of less than 12 pieces),1,0
(69% OFF),1,0
(57% OFF),1,0
"""The picture featured was green, blue, and white. They sent it to me in red, white, and blue. A color combination that I did not want.""",1,0
"""It��s for both dabs and flowers and I can��t call it 100% cough free but I definitely don��t feel like I��m gonna have any more coughing fits like in the past this definitely calms the cough! """,1,0
"""I've never tried one before, so my husband and my son told me that it's easy and bought me this. But I love it:sparkling_heart: Thank you:+1:""",1,0
"""Got the 35mm banger kit and although the heater itself is great the banger looks very fragile, the stem looks thinner than usual. Other than that no complaints!""",1,0
- Ends in,0,0
