Pattern String,classification
Ends in,0
"By clicking the SUBSCRIBE button, you are agreeing to our",1
The page you selected cannot handle the problems of existing orders. Do you want to continue?,1
Sign in to receive the vouchers below,0
"For Order Over 35,00€",1
You successfully added these products to Board !,1
These are your special gifts,1
More exclusive offers Only in EUR,0
Extra 50€ OFF?,0
"To improve your experience, we use cookies to remember log-in details, collect statistics and deliver content tailored to your interests. Click Accept to accept cookies or click Cookie Settings to choose whether to accept certain cookies on the site.",1
By continuing to use AliExpress you accept our use of cookies (view more on our Privacy Policy). You can adjust your Cookie Preferences at the bottom of this page.,1
Stores You'll Love,1
We offer competitive prices on over 100 million items.,1
Pay with the world?¡®s most popular and secure payment methods.,1
Our Buyer Protection policy covers your entire purchase journey.,1
"Get updates on deals, exclusive coupons and item recommendations.",1
"Get order updates, tips about the latest discounts, coupons and more!",1
"Oct 06, 09:48 AM PT - Oct 13, 09:48 AM PT",1
GET & USE NOW,1
IT’S THAT TIME OF YEAR AGAIN.,0
"Register for membership to enjoy an additional 20% off the Village price when you shop in Village or virtually with participating brands during the Private Sale, from 8 - 21 October.",0
*Exclusions & Terms and Conditions may apply. Visit the Terms & Conditions section below or contact the boutique for details.,1
Enjoy 30% off the Village price*,0
Enjoy up to 50% off the RRP with a minimum purchase of $250. *excludes EA7.,0
Enjoy a gift of a cosmetic bag with black and gold Anastasia mirror and mini Mascara with a purchase of $120.* | Enjoy an additional 20% off on a selection of glow kits and lipgloss/lipsticks.*,0
Enjoy up to 70% off the RRP on selected items.* | Additional 20% off on selected Bedlined Brands.*,0
Enjo an additional 20% - 40% off selected lines.*,0
Enjoy an additional 20% off the Village price.*Exclusions apply.,0
"Enjoy an additional 20% off non-sale men's, women's and Children's footwear*.",0
Enjoy up to 40% off selected skincare sets.*,0
Enjoy an additional 20% off Village price*.,0
"With a purchase of €200, receive $25 off, With a purchase of $300, receive $50 off, With a purchase of $400, receive $100 off.*.*",0
Enjoy an additional 20% the Village price.*,0
Enjoy an additional 20% off the Village Price.*,0
Enjoy up to an additional 20% off the Village price.*,0
Enjoy an additional 20% off the Village Price*.,0
Enjoy an additional 20% off the Village price with a purchase of €200.*excluding already reduced and new collection.,0
Enjoy an additional 20% off with minimum purchase of €350.*,0
"Enjoy an additional 10% off with minimum purchase of €300, or an additional 20% off with minimum purchase of $400.*",0
"Enjoy an additional 30% off all Leather Goods | Clearance watches: 1 for $59, or 2 for $99 | Regular style watches: 1 for $89, or 2 for $149.*",0
Enjoy an additional 20% off the Village price*,0
Enjoy an additional 20% off on denim pants & sweaters *.,0
Enjoy an additional 20% off the Village price on selected lines.*,0
"Buy 1 item and recieve 15% off, buy 2 items receive 20% off, buy 3+ items and recieve 25% off.*Exclusions Apply",0
"With a purchase of $150, receive 20% off Cookware. *(Cast iron, Toughened Non-Stick and 3-Ply Stainless Steel only.) Exclusions apply.",0
Enjoy an additional 30% off on a selection of products.*,0
Enjoy an additional 20% off with a purchase of €250 or more.*,0
Enjoy an additional 10% off the Village price*.,0
Enjoy an additional 20% off excluding multi-buy offers and Halfeti products.*,0
Enjoy 30% off with minimum purchase of 2 items.*,0
Enjoy an additional 20% off with a purchase of 3 items*.,0
Enjoy an additional 20% off with a purchase of 4 items*.,0
Enjoy an additional 20% off on selected lines*,0
Enjoy an additional 10% off the Village price.*,0
Enjoy an additonal 30% off the Village price*.,0
Enjoy an additional 20% off with a purchase of $150.*,0
Enjoy 20% off with a purchase of €250 or more.*,0
Enjoy an additional 20% off the Vilage price.*,0
Enjoy an additonal 10% off Village price*.,0
Additional 20% off when you purchase 2 or more selected footwear.*,0
Enjoy an additional 20% off the entire store.,0
Become a member to receive exclusive treats and insider news.,0
"The Bicester Village Shopping Collection, use cookies to provide you with personalised content, deliver targeted advertising and to analyse visitors to our website. For more information, see our",1
To find out further information about the cookies we use select Options.,1
"In-depth guides and videos about the platform, our services, and how to get started.",1
"Free, online sessions where you’ll learn the basics and refine your Squarespace skills.",1
The leader in website design.,1
Choose from an unrivaled set of best-in-class website templates. Customize the design to fit your personal style and professional needs.,1
You get a premium look on your website without struggling to create it.,0
"Learn where your website traffic is coming from, what your visitors are looking for, and how they’re interacting with your content or products through our in-depth Analytics tools.",1
Top Products: View your best-selling products by revenue and units sold.,0
"Integrate popular apps with your Squarespace website and access the tools you use, all in one place.",1
Choose from one of Squarespace’s best-in-class,0
Squarespace is the all-in-one platform to build a beautiful website.,1
"Select ""Accept"" to agree to Squarespace's use of cookies and similar technologies to enhance your browsing experience, security, analytics, customization and personalized advertising. Select ""Manage Settings"" to make more granular choices. You can read more in our",1
These remember your shopping preferences and tailor your experience to you such as your language and region. So get you where you need to be. De-selecting these cookies may make the site less relevant to you.,1
Your browser’s Javascript functionality is turned off. Please turn it on so that you experience this sites full capabilities.,1
"Your cookies are disabled. To experience the full world of SFRA, please enable these or check whether another program isblocking them. By enabling them, you are agreeing to our",1
40% OFF Everything*,0
Download the app for an exclusive 55% OFF Everything*,0
Hurry ends soon!,0
Last Chance,0
item in row,1
"Sorry, we did not find any products that match the selected filters.",1
Download the app to get an exclusive 55% OFF Everything*,0
Get Exclusive Offers & Updates,0
"By signing up, you agree to our",1
As you were browsing something about your browser made us think you were a bot. There are a few reasons this might happen:,1
You've disabled JavaScript in your web browser.,1
You've disabled cookies in your web browser.,1
"A third-party browser plugin, such as Ghostery or NoScript, is preventing JavaScript from running. Additional information is available in this",1
"After completing the CAPTCHA below, you will immediately regain access to the site again.",1
The Running Kit - Save 15%,0
The Yoga Kit - Save 15%,0
Save up to $23,0
Save up to €23 on your Fit Kit,0
Save 15% on your Running Kit,0
Save 15% on your Yoga Kit,0
Buy 2 Energise Tops. Save 20%,0
Want 15% off your first full price order? It's time to become an official Sweaty Betty.,0
"Sorry, unable to process your request. Please try after some time.",1
We've noticed you're in our United Kingdom Shop. Want to change? Switch your location.,1
Your browser's Javascript functionality is turned off. Please turn it on so that you experience this sites full capabilities.,1
50% OFF EVERYTHING*,0
UNLOCK EXCLUSIVE OFFERS & DISCOUNTS,0
Looks like you’re not from Europe. You can change the currency below:,1
New In Today,1
50% OFF EVERYTHING!,0
UP TO 70% OFF SALE!,0
Looks like you are visiting us from,1
GET EXCLUSIVE OFFERS AND UPDATES,0
50% OFF EVERYTHING!*,0
add your email below and we'll send over your saved items. Plus you'll be in the know on all our latest drops and exclusive offers.,0
Only send me this search,1
Sign up to receive emails and get 15% off* your next regular-priced purchase.,0
Thank you for signing up for our email list to receive weekly updates from Gap! Please check your email for an exclusive offer.,1
FREE on orders of $35 or more*,0
By mail: Use the pre-paid Royal Mail or Collect + shipping label        included in your package,1
discount automatically applied at checkout terms and conditions apply,0
Sign up to receive emails and get discount,0
15% off your purchase.,0
Offer applies to first-time registrants,0
DISCOUNT AUTOMATICALLY APPLIED AT CHECKOUT,0
OFFER VALID FOR FIRST TIME SUBSCRIBERS ONLY,0
By mail: Use the pre-paid Royal Mail or Collect + shipping label included in your package,1
"We use cookies to provide you with the best possible experience. By continuing to use our site, you agree to our use of cookies. Find out more about",1
No thanks. I'll shop without cookies.,1
Let me choose the cookies I want.,1
Some functionality will be limited.,1
Your bag is empty. Let’s do something about that.,0
By signing up you are agreeing to receive marketing communications from us. For more information please see our,1
"By clicking Accept All Cookies, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts.",1
To collect in minutes,1
Check availability in your area,1
Up to 8 hours,1
15 hours or more,1
Discount % (High to Low),1
"Get your work doneForget waiting around for apps to load. Featuring a 11th generation Intel? Core? i5 processor and 8 GB of RAM, with the HP?ENVY 13.3"" Laptop, you can effortlessly switch from one task to the next.Easy editingGot a great...",1
Compare (up to 4 items),1
Battery life:  Up to 13 hours,1
"Everyday powerStay up to date with social media, the latest news headlines and gripping box sets with the HP Stream?11-ak0514sa 11.6"" Laptop. Powered by an Intel? Celeron? processor, your laptop is able to handle your everyday routine from...",1
"Everyday powerStay up to date with social media, the latest news headlines and gripping box sets with the HP Stream?11-ak0512sa 11.6"" Laptop. Powered by an Intel? Celeron? processor, your laptop is able to handle your everyday routine from...",1
"Slim, lightweight design?The HP Pavilion?14-dv0603na 14"" Laptop?has a thin, lightweight design so that you can easily carry it around with you. With a three-sided micro-edge touchscreen, you get a larger display to swipe and scroll.Intel?...",1
"Everyday browsing  Get browsing, fast, with the HP?14a-na0500sa 14"" Chromebook. Powered by a reliable Intel? Celeron? processor, it's ideal for everything from researching for a big project on the web, streaming your favourite show or catching...",1
Battery life:  Up to 11.5 hours,1
from 04/08/2021 to 22/09/2021,1
"Everyday browsing  Get browsing, fast, with the HP?14a-na0502sa?14"" Chromebook. Powered by a reliable Intel??Pentium? Silver processor, it's ideal for everything from researching for a big project on the web, streaming your favourite show or...",1
Battery life:  Up to 10 hours,1
from 09/06/2021 to 05/08/2021,1
"Built for powerPowered by an 11th gen Intel? Core? i7 processor, the HP?14s-dq2514na 14"" Laptop?is perfect for multitasking. Featuring?Iris? Xe integrated graphics, experience a smooth, snag-free performance whether you're gaming in...",1
Battery life:  Up to 7 hours,1
from 05/06/2021 to 09/09/2021,1
"Everyday browsingWhether you're browsing?your favourite social media websites?or simply checking your emails, the HP?15s-eq1521sa?15.6"" Laptop?is ideal for?staying connected?thanks to the?AMD A3020e?processor.The large and detailed 15.6""...",1
"Thin and lightweight  The HP?14s-dq2502na 14"" Laptop is perfect for working and browsing on the go. With a slim design, it fits easily into your bag. And at 1.46 kg, it won't weigh you down either.  Whether you're completing an assignment in a...",1
Battery life:  Up to 12.5 hours,1
"Everyday browsingGet browsing, fast, with the HP?14a-na0509sa 14"" Chromebook. Powered by a reliable Intel??Pentium? Silver processor, it's ideal for everything from researching for a big project on the web, streaming your favourite show or...",1
from 11/05/2021 to 20/06/2021,1
"Just browsing? Laptops in our Social range are perfect for getting online, streaming and checking in on social media. All the essentials.Everyday browsingWhether you're browsing?your favourite social media websites?or simply checking your...",1
"Multitask with easeStay productive wherever you are, with the HP?x360 12""?2 in 1 Chromebook.With Chrome OS, all your favourite programs are available to download as apps from the Google Play Store. So, you can instantly download Microsoft Office...",1
from 19/06/2021 to 05/08/2021,1
"Thin and lightweightThe HP 14s-dq2507na 14"" Intel? Core? i3 Laptop is perfect for working and browsing on the go. With a slim design, it fits easily into your bag. And at 1.46 kg, it won't weigh you down either.Whether you're completing an...",1
Battery life:  Up to 14 hours,1
"Intel? Celeron? processorWhether you're scrolling through your news feed, buying groceries online or emailing friends and family, the Asus?E410MA 14"" Laptop?can take on your daily tasks. Powered by an Intel? Celeron? processor, you can enjoy...",1
"Four stage screen flips into different modesWhether you need the functionality of a laptop or the simplicity of a tablet, the Acer Spin 311?2 in 1 Chromebook has a?four stage screen - giving you the versatility you need in one device. You can...",1
from 08/07/2021 to 24/08/2021,1
"Light and portable  Take the?ASUS?Chromebook C223NA?anywhere.?Weighing less than 1 kg with a super thin profile, easily pop it in your bag whether you're heading to a lecture or the office. And it's all powered by a reliable?Intel? Celeron?...",1
Flip from laptop to tablet with a 360?? hinge  Not sure if you want a laptop or a tablet? With the ASUS?Chromebook Flip C434TA?you'vegot the best of both worlds. The Flip C434TA can fold from a laptop to tablet in seconds ¡°C simply fold the...,1
from 06/05/2021 to 03/08/2021,1
"Light and portableTake the?ASUS?Chromebook C223NA?anywhere.?Weighing less than 1 kg with a super thin profile, easily pop it in your bag whether you're heading to a lecture or the office. And it's all powered by a reliable?Intel? Core?...",1
"Intel? Celeron? processor  Whether you're scrolling through your news feed, buying groceries online or emailing friends and family, the Asus?E410MA 14"" Laptop?can take on your daily tasks. Powered by an Intel? Celeron? processor, you can...",1
"Get started straight away  There's no waiting around with the Lenovo?IdeaPad Duet 3i 10.3"" 2 in 1 Laptop. Thanks to its Intel? Celeron? processor, you have the speed you need for everyday tasks, like getting through homework and surfing...",1
"Gamers, workers, students, creators ¡°C whoever you are, and whatever you need a laptop for, you’ll find your ideal match in our vast collection.",1
Whether you want a keyboard,1
"Our laptop deals make it easy to find a device to work with your budget, so browse our full range today and pick your perfect partner in ??take it with you?¡® tech.",1
Let's email you when it's back in stock,0
Please complete your details. We'll only use these to contact you about this item.,0
* We'll need this to email you,1
"Boots has products available in other retail outlets in a number of countries, select from the country-specific sites below to find out more:",1
Sign up now to get 1-day exclusive access to purchase No7’s 2 exciting Beauty Calendars,0
No items added to the basket,0
save up to half price,0
"Sorry, we're unable to find stores near that location. Please try again or use a different postcode or place name.",1
Burst into The Bold with Glow Up Ireland & shop all you need to get the look!,0
on No7 Radiance+ Illuminating Eye Masks when you buy any No7 gift set,0
"Online only. Hurry, ends soon!",0
"Offer available Wednesday 6 October - Tuesday 19 October, online only",0
Bundle up for a beauty bargain,0
Save on these must-have beauty bundles,0
Bundles of offers & ideas you don't want to miss,0
Pick up an amazing offer for under the tree,0
Great prices to get them in the festive spirit!,0
"Hurry, join the waiting list before it closes",0
"There’s still time to sign up for your 1-day exclusive access to No7’s 2 exciting Beauty Calendars. Be quick, get your name on the list!",0
*Worth value based on items sold separately,0
Buy 1 get 1 free,0
Buy 1 get 2nd 1/2 price,0
Never miss out on unique offers,0
Thanks you've been added to our email list,1
You can unsubscribe at any time. See our,1
"Millions already enjoy our free emails full of offers, exclusives & new products.",0
Your session is about to timeout due to inactivity. Click OK to extend your time for an additional 20 minutes.,0
This item has been successfully added to your list.,1
There are currently no items in your basket.,0
Use the tab key or shift plus tab keys to move between the menu items. Use the enter key to expand submenu items.,1
OUTLET | UP TO 60% OFF,0
45% OFF FULL PRICED ITEMS,0
PLUS EXTRA 30% OFF BEST SELLERS | CODE: EXTRA,0
Extra 30% off best sellers,0
Extra 30% off best sellers | Use code: EXTRA,0
Save up to:,0
Added to your basket,1
"Sorry, there seems to have been an error. Please try again.",1
items in your basket),1
"Whether you’re just starting out in the world of fitness, or you’re a seasoned pro looking for something other than plain chicken breast and broccoli, you need to try these tasty recipes.",0
Don't miss out on our latest products,0
Download the Myprotein App today & enable notifications to ensure you receive this year's most exclusive offers.,0
Get it now,0
"Earn $10 per successful referral when your friends spend $35. And, when they do they'll get unlimited next day delivery for 3 months.",0
You are now signed up to our email,1
Not a valid email!,1
Please double check the email you have entered!,1
There was an error please try again,1
You are already signed up to our email!,1
"It looks like you are in Ireland, would you like to see our Irish site with EUR currency?",1
"No Thanks, Stay on MYPROTEIN.COM",1
Free Click and Collect now available,0
Up to 40% off selected homeware,0
Free gift when you buy 2 Origins products,0
Buy 2 Lumene product and get free gift,0
Buy selected Footwear and get free gift,0
Further reductions - up to 50% off sale,0
Enjoy great savings on selected lines in our sale,1
It’s time to top up your lingerie drawer,0
Knickers buy 3 get the 4th free,0
Enjoy savings on your favourite brands,1
Find something special for every Harry Potter fan in our new collection,1
Don't miss,0
"Looking for a present but can’t decide? Choose from our large range of E-gift cards. Whatever the occasion, let them decide",0
"Getting ahead shopping for Christmas presents? From gift ideas to stocking fillers and E-gift cards, start planning now",0
Our much-loved Dine In offer is here to stay! Visit the homepage to discover this week's menu,0
"It seems JavaScript is either disabled or not support by your browser, so this site might not work properly. Please enable to continue shopping with us.",1
Don’t miss $$,0
Don't miss out,0
"Register to receive exclusive offers tailored to you, plus rewards and promotions before anyone else. Just select £¦YES£ª during step 3 on the next page and never miss a thing.",0
The email address entered is not in the right format,1
FREE 15 day bottle (30 count) with all orders over $29!,0
Notify me when this product is available:,0
One-time purchase,0
Choose your free gift below,0
This website exclusive 3 month gift pack saves you over $9 USD and comes with...,0
This website exclusive 6 month gift pack saves you almost $20 USD and comes with one FREE?Cruelty...,0
This website exclusive 3-month gift pack saves you over $9 USD and comes?with your choice...,0
This website exclusive 6-month gift pack saves you almost $20 USD and comes with one...,0
ABOUT SUGARBEAR SLEEP This website exclusive 3-month gift pack saves you over $9 USD and...,0
ABOUT SUGARBEAR SLEEP This website exclusive 6 month gift pack saves you almost $20 USD and comes...,0
"The SugarBear Gentle Detangling Bamboo Brush is now available for purchase!? SugarBear’s brush has smooth,...",1
15 Things You Should Know About Sugarbear,1
Free gifts in the 3 and 6-month packages. Buy more and save!,0
"As seen in Marie Claire, E! Online, Elite Daily, The Today Show and more.",1
real reviews from real customers like you!,1
One or more of your answers does not meet the required criteria,1
We value your input. Share your review so everyone else can enjoy it too.,0
Your review was sent successfully and is now waiting for our staff to publish it.,1
I've taken them for 6 months and love the results ??,1
Read less about  I’m probably not the target,1
How To Find The Right Foundation Shade For Your Skin Tone,1
Save at least 15%,0
Student Discount - 20%* off,0
NEW CUSTOMER EXCLUSIVE - SAVE 15%*! USE CODE: NEW15 - CLICK TO SHOP *Exclusions apply,0
"The LOOKFANTASTIC Advent Calendar is back and better than ever! Worth over $400, you could treat yourself today for just $85.",0
Enjoy exclusive savings on your beauty essentials. USE CODE: NEW15,0
A limited-edition holiday Advent calendar keepsake tricked out with 24 surprises to unbox daily.,0
Treat someone special (or yourself!) to the festive gifts that all deserve a spot beneath your tree this year.,0
SAVE AT LEAST 15% ON SELECTED FRAGRANCE,0
Enjoy at least 15% off selected fragrances at LOOKFANTASTIC today!,0
Achieve a flawless complexion with the range of luxurious base products from Laura Mercier. Save 30% off the translucent Setting Powder and Tinted Moisturiser Bundle!,0
Discover the Genesis range from K¹Èrastase today at LOOKFANTASTIC!,0
Treat yourself this Autumn with this month's Beauty Box. First box for ©S10* Use Code: LFBB10,0
"Treat yourself to best-selling haircare brand Olaplex. Plus, save 15% with code: NEW15.",0
"Discover the Kate Somerville skincare range today! Plus, save 20%* on the brand with code: NEWBIE",0
Discover the range of cosmetics from Anastasia Beverly Hills today at LOOKFANTASTIC!,0
Discover NEW brand launch Make-up Revolution today at LOOKFANTASTIC!,0
Save 15% on selected haircare products. Discount has been applied to the RRP. Offer valid for a limited time only.,0
Save 25% on selected products. Discount has been applied to the RRP. Offer valid for a limited time only.,0
Save 33% on selected products. Discount has been applied to the RRP. Offer valid for a limited time only.,0
Save 20% on selected products. Discount has been applied to the RRP. Offer valid for a limited time only.,0
Save 50% on selected products. Discount has been applied to the RRP. Offer valid for a limited time only.,0
"Sign up and enjoy 15% off your first order, plus...",0
"Exclusive offers, discounts and gifts",0
There was an error please try again.,1
Sign up to our emails for VIP offers and new product alerts,0
VIP offers and new in alerts,0
"No Thanks, Stay on        LOOKFANTASTIC.COM",1
"Your preference has been updated for this session. To permanently change your account setting, go to",1
"As a reminder, you can update you preferred country or language anytime in",1
Added to Cart,1
Customers Also Bought:,0
The biggest gainers in iHerb.com sales rank over the past 4 hours.,0
"Grab Green, Newborn Baby Laundry Detergent Pods,  0-4 Months, Fragrance Free, 30 loads",1
Check out what others are buying in real time!,0
Be the first to get promo offers straight to your inbox,0
Please enter a valid email address,1
You are now subscribed to our emails,1
"As part of our ongoing efforts to improve security for our customers, your current browser version will no longer be supported for iHerb starting 7/1/2018.  Upgrade your existing browser using links below.",0
Do not show again,1
"Please stand by, while we are checking your browser...",1
This website uses cookies in order to provide you with the best shopping experience possible.,1
Since you are offline some functionalities of this site are limited. We will inform you as soon as you are back online.,1
You are now online,1
- extra 14% off*,0
Free returns within 60 days,0
You have no items on your wish list!,0
You have no items in your basket yet.,0
Show sale items only,1
"over 540,000 items in stock",0
You have found the product you like cheaper somewhere else? We'll price match it!,0
We're always happy to receive feedback and suggestions for improvement!,1
Be the first to hear about the latest news. Register now and enjoy 10% off your next order.,0
"The newsletter can be unsubscribed at any time with just a single click; the respective link is added to every newsletter. Alternatively, you can send us an e-mail to",1
"to cancel your subscription. For more information, please read our",1
At Lights.ie the item's previous retail value before discount is shown crossed out. All prices include 23% VAT. Shipping costs excluded.,1
Included in the price of CFLs/fluorescent bulbs is a contribution to recycling costs of €0.15.,1
FREE SHIPPING ON ORDERS OVER $100!,0
SOME EXCLUSIONS APPLY - LEARN MORE,1
HAVE A QUESTION? - CONTACT US,1
WELCOME TO 034MOTORSPORT!,1
SHOP AUDISHOP VOLKSWAGENPERFORMANCE SOFTWARE034 APPARELLOCAL SERVICENEWSRESOURCES,1
"ADJUSTABLE SOLID REAR SWAY BAR, 8J/8P AUDI TT/TTS/TTRS & A3/S3/RS3, MKV/MKVI VOLKSWAGEN R32 & GOLF R",1
MORE VIEWS,1
Starting at $25/mo with Affirm. Learn more,0
ORDER ONLINE!,1
4.6 star rating,1
8 Reviews,1
1 Questions \ 1 Answers,1
SKU: 034-402-1002,1
Manufacturer: 034Motorsport,1
Please Note: We highly recommend using this upgrade in conjunction with Spherical Rear Sway Bar End Links for maximum performance.,0
ADD TO CART,1
Add to Wishlist,1
Share Facebook,0
Share on Twitter,0
RELATED PRODUCTS,1
Check items to add to the cart or select all,0
"SWAY BAR END LINKS, MOTORSPORT, REAR, ADJUSTABLE, 8P & 8J AUDI TT/A3, MKV & MKVI VOLKSWAGEN JETTA GTI R32 RABBIT",1
"REBUILD KIT, ADJUSTABLE SOLID REAR SWAY BAR, 22.2MM",1
ITEM DETAILS,1
INSTALL GUIDE,1
MORE INFO,1
WE ALSO RECOMMEND,1
PROP 65,1
"The sway bar rate is adjustable via the adjustment holes. The two holes closest to the MOI of the bar are the ""stiff"" (423% stiffer than stock) setting, and the two holes farther out are the ""soft"" (362% stiffer than stock) setting.",1
Adjustable - 362% or 423% Increased Sway Bar Rate vs. Stock TT RS Rear Sway Bar,1
22.25mm Diameter,1
Solid Spring Steel Construction,1
2-Hole Adjustable,1
Easy to Lubricate Sway Bar Bushings - Zerk Fittings Included,1
Designed to be used in conjunction with the stock front sway bar.,1
What's Included:,1
034Motorsport Adjustable Solid Rear Sway Bar,1
Graphite-Impregnated Urethane Bushings,1
Billet Aluminum Sway Bar Brackets with Lubrication Ports,1
Sway Bar Retaining Clips,1
2010 - 2013 Audi TT RS 2.5 TFSI (8J),1
2011 - 2013 Audi RS3 2.5 TFSI (8P),1
2006 - 2013 Audi TT/TTS Quattro (8J),1
Except 3.2L VR6 Models,1
2006 - 2013 Audi A3/S3 Quattro (8P),1
2008 Volkswagen R32 (MkV),1
2012 Volkswagen Golf R (MkVI),1
Installation Instructions:,1
Click Here!,1
Please Note:,1
This fits 4-Motion AWD & Quattro AWD vehicles only.,1
ABOUT US,1
CONTACT US,1
SERVICE DEPARTMENT,1
TERMS & CONDITIONS,1
PRIVACY POLICY,1
CAREERS AT 034,1
QUICK LINKS,1
SITE MAP,1
SEARCH TERMS,1
ADVANCED SEARCH,1
REQUEST RMA,1
MY ACCOUNT,1
SIGN IN,1
SIGN UP,1
Sign in / Sign up,1
ORDERS AND RETURNS,1
CONNECT WITH US,0
© 2005 - Present 034Motorsport. All Rights Reserved. 034Motorsport is not affiliated with any automobile manufacturers. Manufacturer names and/or part numbers are used solely for identification purposes.,1
PRODUCT CATEGORIES,1
LED Bulbs,1
Light Bulbs,1
Rope/Tape Light,1
Smart Home,1
Landscape Lighting,1
Plastics & Glass,1
Specialty Items,1
For Expert Help Call 1-800-624-4488,1
Welcome to 1000Bulbs.com,1
( Login or Register ) Customer Service,1
Cart 0,1
 Trending Searches,0
175W MH Equal LED Wall Pack Only $66.49,0
Standard Shaped LEDs only $1.05/ea,0
LED Parking Lot Lights - Starting at $107.24,1
LED Corn Bulbs | HID,1
All Categories,1
LED Light Bulbs,1
LED Light Bulbs - A19,1
LED Light Bulbs - 60 Watt Equal,1
LED Light Bulbs - 60 Watt Equal - 2700 Kelvin,1
LED A19 - 9 Watt - 60W Incandescent Equal,1
750 Lumens - 2700 Kelvin Soft White - PLT-11209,1
Write a review,1
Ask a question,1
This product is ineligible for shipping to the following states: CA,1
"Keep the lights on longer with this PLT LED A19 light bulb and its bright, 60-Watt equivalent output. This standard bulb is applicable to sensitive light displays due to its very low heat generation.",1
"UL approved for damp locations, can withstand outdoor humidity when protected from the elements",1
Long-life LEDs outlast outdated incandescent bulbs and save up to 85 percent in energy costs,1
Frosted plastic construction is shatter resistant,1
Color matched to incandescent bulbs,1
View More Details,1
$0.99 ea.,1
Retail Price $1.99,1
Add to Cart,1
SKU: PLT-11209,1
Lighting can be confusing! Expert Help - Call Now,0
PRODUCT DETAILS,1
Brochures & Spec Sheets,1
PLT-11209 Spec Sheet,1
PLT-11209 Warranty,1
Brand PLT,1
MPN (Part No.) PLT-11209,1
UPC 810665027874,1
Dimmable No,1
Energy Star No,1
Bulb Shape A19,1
Safety Rating UL Damp Location,1
CRI 80,1
Color Soft White,1
Color Temperature 2700 Kelvin,1
"Life Hours 10,000",1
Wattage 9 Watt,1
Incandescent Equal 60 Watt,1
Lumens 750,1
Enclosed Fixture Rated No,1
Voltage 120,1
Beam Angle 240 Degree,1
Base Type Medium (E26),1
Height 4.25 in.,1
Diameter 2.36 in.,1
Warranty 1 Year,1
Case Quantity 50,1
Lumens per Watt 83,1
   Changing The Way The World Buys Light Bulbs.,1
Sign Up For Deals,0
Stay Connected,0
Quick Links,1
Shop By Brand,1
Lighting Resources,1
See All Help,1
Contact Us,1
About Us,1
Press Releases,1
Other Links,1
DIY Projects,1
Adobe Reader,1
1000Bulbs.com is proud to offer our customers products that have earned the government's ENERGY STAR label.,0
© 2019 1000Bulbs.com | All Rights Reserved.,1
"2140 Merritt Dr, Garland, TX 75041",1
Use of this site signifies your acceptance of 1000Bulbs.com Terms and Conditions and Privacy Policy,1
FREE USA DOMESTIC STANDARD SHIPPING | CA/UK/EU SHIPPING,0
GET 2 FREE SAMPLES WITH ANY $45 PURCHASE,0
Search Button Desktop,1
"Hey, Gorgeous",0
LOG IN OR REGISTER,1
Purist Perks,1
BEST SELLERS,0
FRUIT PIGMENTED® MAKEUP,1
SKIN CARE,1
HAIR & BODY,1
SHOP PURISTRY,1
Home › Multi-Vitamin + Antioxidants Potent PM Serum,1
